Title,Location,Company,Salary,Sponsored,Description
Data Analytics Manager,"Delta, BC",Pure Sunfarms Corporation,None,Organic,"Data & Analytics Manager
Job Profile

Driven by a love of plants, Pure Sunfarms is one of Canada’s largest, single-site, licensed
producers of high-quality, greenhouse-grown cannabis based in BC’s Fraser Valley (Delta).
We are proud to bring together individuals from a wide breadth of industries, backgrounds,
and experiences, and promote a culture of belonging where everyone can truly be themselves
– in every form of expression that is natural to them. This is our priority and guiding light at
Pure Sunfarms, driving our uncompromising approach to quality and success within the
Canadian recreational cannabis market. We believe our differences are our strengths, letting
us look at cannabis in a whole new light.

The Manager, Data & Analytics will be instrumental in creating a data governance strategy,
designing and building an ETL mechanism, designing and building a data warehouse,
producing insightful business intelligence to relevant teams.
ESSENTIAL FUNCTIONS

Architect, design, and build a modern data warehouse.
Decide on and design processes for ETL/data pipelines, middleware, or alternatives
as required.
Build, develop and maintain data models, reporting systems, data automation
systems, dashboards and performance metrics that support key business decisions.
Lead cross-functional projects using advanced data modeling and analysis
techniques to discover insights that will guide strategic decisions and uncover
optimization opportunities.
Design and build technical processes to address business issues.
Oversee the design and delivery of reports and insights that analyze business
functions and key operations and performance metrics.
Fully document, update, and maintain technical diagramming on all aspects of data,
including dependencies.
Examine, interpret and report results of analytical initiatives to stakeholders in
leadership, operations, cultivation, finance, brand & commercial, quality, and
production teams.
Develop and implement quality controls and departmental standards, organizational
expectations, and regulatory requirements.
Work cross-functionally with other departments to assist with the creation of data
governance strategies and processes.
Oversee the data/report requests process: tracking requests submitted,
prioritization, approval, etc.
Recruit, train, develop and supervise analyst-level employees.
Data & Analytics Manager
Job Profile

Organize and drive successful completion of data insight initiatives through effective
management of analyst and data employees and effective collaboration with
stakeholders.
Ensure accuracy of data and deliverables of reporting employees with
comprehensive policies and processes.
OTHER DUTIES
We work in a fast pace environment, rolling up our sleeves to build something bigger than
ourselves. Other duties may arise from time to time/most of the time and as a team, we look
to support each other.
YOUR BRAND, YOUR STORY
We already know you love working with data, but we want to know more about your strengths.
You’re good at the following:
Strong SQL and querying skills.
Strong Linux and Database administration skills.
Strong cloud service experience in either: AWS, Azure, or GCP.
Working knowledge of data mining principals: modelling, mapping, ETL, and
middleware tools and techniques.
Experience and knowledge of statistical modeling techniques: GLM multiple
regression, logistic regression, log-linear regression, variable selection, etc.
Experience with data presentation via dashboards and BI tools, with relevant &
insightful business information.
Experience with analytic techniques to promote company growth, informed decision
making, and other KPI to drive business.
Experience with building data warehouse and data lake.
Experience working for a vertically integrated business considered an asset.
Experience with DBSaas considered an asset.
Proficiency with the programming languages of Javascript, C++, Perl, Java, MatLab.
Database systems of SQL and NoSQL, MongoDB etc.
Data analytics and data visualization tools, such as Sisense, Tableau, PowerBI.
Machine learning and AI methodologies and concepts.
Big data tools, such as Hadoop, Spark, Hive, and Cassandra.
Data mining and data cleansing techniques.
Data modeling and data architecture.
Must have the ability to maintain and pass an RCMP criminal record check and
obtain security clearance.

Data & Analytics Manager
Job Profile

At Pure Sunfarms, we are growing our team with the same care we devote to growing our
plants. We’re proud of the diverse and inclusive culture that we’ve built and are excited to
learn more about your experiences and how you can contribute to Pure Sunfarms and the
cannabis industry.
Please send your resume directly to careers@puresunfarms.com"
"Manager, Category Development & Analytics","Toronto, ON",dentalcorp,None,Organic,"Who you are
You are a service orientated, innovative professional who is excited to work for a fast-growing company that enables the best to be even better. You will play a key role in the Central Operations team driving and enabling top priority initiatives to help drive an even better support experience for our rapidly growing network of practices across the country. You are creative, love working in a collaborative team environment, but also enjoy autonomy to build tools, provide top notch service and add significant value to our growing network of practices and patients.
Located at dentalcorp's Toronto Support Centre and reporting into the Director, Strategic Initiatives, you will be responsible for growing various categories by establishing and delivering industry best practices to our network of dental practices.
Position Summary
The Manager, Category Development & Analytics play an integral part in the development and implementation category growth initiatives. The candidate will have a strong strategic orientation, excellent communication skills, and superior analytical skills.
Role overview
Reshape our category roadmap and accelerate growth by developing a deep understanding of our practices, patients, competition, and technology considering patient journeys, category strategy, and organizational dependencies.
Further establish reporting capabilities within various categories to measure category performance and the effectiveness of programs
Leverage data to inform your decisions, validate hypotheses and define KPIs to measure success.
Share results and collaborate with fields teams to execute category action plans
Participate in weekly & monthly business reviews, reporting on progress and product KPIs; and managing stakeholder expectations.
Collaborate closely with other members of the Central Operations team, our network of Practices, vendors, and cross-functional departmental teams to enable the department's category strategic priorities.
Provide support to both the Central Operations and Field Operations team as required
What we're looking for
Post-secondary degree in an analytical field of study (Engineering, Math, Statistics) or a concentration in business
2+ years working in an analytical role and/or related field
3+ years of category development/management experience
Experience in the dental or healthcare industry would be an asset
Ability to manage projects and collaborate with cross-functional teams
Ability to work in an entrepreneurial setting where new processes are created and constantly improved
Curious, self-starter with proven ability to and enjoy working in a highly dynamic and fast paced environment
Effective time management, multi-tasking capabilities with strong attention to detail
Excellent computer skills with proficiency in in Microsoft Office (Word, Outlook, Excel, PowerPoint)
Highly service-oriented with exceptional organizational and follow up skills
Ability to live and champion the dentalcorp values (Integrity, Collaboration, Innovation and Excellence) with every interaction
Details
This is a full-time position, and annual salary will be based on experience
We offer a flexible extended benefits package that includes health, dental, vision, massage and more
About dentalcorp
dentalcorp is focused on acquiring and partnering with leading, growth-oriented general and specialist dental clinics across Canada. Our unique value proposition allows our dentist Partners to retain their clinical and operating autonomy while we inspire them to achieve ambitious personal and professional growth. Our unprecedented strategic insights and expertise place our Partners at the forefront of delivering optimal patient care.

Candidates must be legally eligible to work in Canada. We thank all applicants, but only suitable applicants will be contacted. Job applicants with a disability who require reasonable accommodation for any part of the application or hiring process can contact our Talent Team at 416-558-8338. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
"Analytics, Data Strategy, Data Management & Governance, Mana...","Toronto, ON",PwC,None,Organic,"Our culture and values are something we’re proud of, and are why we’re recognized as a “Top Company” to work for in Canada. At PwC we create leaders within our organization, within our clients’ organizations and within the community. We know great leaders inspire those around them and bring perspectives together to achieve what matters most. With PwC you’ll have a network for life. When you join us, you become part of an exclusive network of current PwC partners, staff and alumni, that will help you ignite a meaningful career.
A career in our Analytics practice will provide you with the opportunity to combine consulting and industry expertise with data science capabilities. We use descriptive and predictive analytical techniques to incorporate client, third-party, and proprietary data to help answer questions and design solutions to our clients most pressing business issues.
Important point(s) to consider:
This role doesn’t support completion of the Canadian CPA designation.
The application deadline for this opportunity is October 23, 2020, however may close before this date. All applicants will be reviewed and only successful candidates will be contacted by the Talent Acquisition team.
Locations include Toronto (GTA), Montreal, or Ottawa.
As a Manager, you'll work as part of a team of problem solvers, helping to solve complex business issues from strategy to execution. PwC Professional skills and responsibilities for this management level include but are not limited to:
What you’ll create and do
Be actively involved in the development of new and existing client relationships working with innovative methodologies, practices, tools and assets in addressing key client/market challenges
Lead engagements largely focused on developing and executing client Data Strategies
Demonstrate strong experience in sales support, project execution, practice management and development
Manage team, providing feedback and guidance on work performance
Lead responses to RFPs, define resource requirements, project workflow, budgets
What you’ll bring to this role
An interest in upskilling for a digital world and technology trends, an openness to learning new tools and adapting how you work
5+ years of consulting experience in the development of data strategies and roadmaps for clients (including linked business cases) with a specific focus on the following:
Data architecture leading practices and options, understanding strategic objectives of clients linked to digital transformation initiatives (strategies include: BI, Analytics, AI, Open Data and Data Exchange)
Data technology architectures and solution options aligned to technology strategy and priority data use cases, including Cloud / Hybrid cloud and deployment options (PaaS, IaaS, etc)
Data governance practices including organizational models, roles / responsibilities and technology
Leading practices in data management including master, reference, metadata, data quality, data protection, data life cycle management aligned to data governance model deployed
Data transformation plans and roadmaps including data migrations
5+ years of experience in development and execution of data programs working across functional teams including Enterprise Architecture, Data Technology, Business / Corporate data owners and stewards, Data Governance and Management CoEs
2+ years of experience in developing and executing agile data pipeline projects for client use cases across On-Prem / Cloud / Hybrid Cloud strategies including Extract, Load and Transfer (ELT), dataflow, streaming and near real time
Why you’ll love working for PwC
At PwC, we support you through a range of financial and non-financial rewards and benefits. Discover a life that works for you with our diverse, inclusive and flexible culture. To learn how you can grow and shine in your career at PwC, please visit:
https://www.pwc.com/ca/whypwc
See how you can create your future at PwC
https://pwc.to/2kUQFOp
Applying at PwC
At PwC, we embrace new technology where you will learn to innovate and deliver differently. For Administrative, Specialist, Associate, and Senior Associate roles you may have the opportunity to participate in an on-demand video interview. To learn more about our innovative cloud-based online application interview process click here:
https://www.pwc.com/ca/applytopwc
PwC is committed to building a diverse workforce representative of the communities we serve. We encourage and are pleased to consider all qualified candidates, without regard to race, colour, citizenship, religion, sex, marital / family status, sexual orientation, gender identity, aboriginal status, age, disability or persons who may require an accommodation, to apply.

Every day we see how people make businesses great. But it's not only about skills. If your experience is close to what we're looking for, please consider applying. We recognize that experience comes in many forms, and passionate teams reimagine the possible. Create your future at PwC."
CX Analytics Manager,"Montréal, QC",IPERCEPTIONS INC.,None,Organic,"You have a proven track record of delivering insightful analysis and value to clients in a fast-paced environment? You have the leadership qualities to inspire a team of experts in the delivery and evolution of an array of our analytical services?
Reporting to the Vice President, Insights, and acting in a team lead capacity, Astute offers you a permanent position as CX Analytics Manager to work at our Montreal office. The ideal candidate will leverage both strong leadership and mentoring skills, as well as strong analytical and presentation skills in order to lead and support the delivery of compelling and insightful reports for a variety of Fortune 500 clients.
You will be responsible for:
· The supervision, training, and development of a team of 4-7 full-time Research Analysts (JRA/RA/SRA);
· The management of both day-to-day and long-term strategies for workflow and resource allocation in the delivery of various analytical reports and other professional services;
· Leading and supporting their team in the scoping and design of reporting deliverables, as well as the interpretation and analysis of their account's various data sources to support client initiatives.
· Leading and supporting in the presentation of clear, focused, and insightful analysis to high-value clients including business implications and actionable recommendations.
· Supporting the ongoing development of Astute’s analytical solutions within research design, statistics, semantics, and predictive sciences.
You have:
· +3 years of experience in the fields of consumer research, digital or web analytics, or usability research, is required;
· +1 year of experience in leading/managing a team of analysts, is required;
· Advanced experience in analytical/consulting approaches to engage clients with compelling and insightful discussions;
· Experience with an Analytics tool (i.e.: SPSS) and the MS Office suite;
· Understanding of digital business strategies;
· Bachelor’s or Master’s Degree in a relevant program including (but not limited to): Marketing Science; Business Management / eCommerce; Psychology / Social Sciences;
· Willingness to travel (limited but required);
· Very strong professional communication skills in English (French is an asset).
We offer:
· Flexible hours for a better work-life balance.
· A corporate group insurance plan.
· A tele-health service.
· 5 personal days in addition to your vacation.
· The access to an Employee Assistant Program (EAP).
· A friendly environment with a Happy Hour every Thursday, a ping pong table, gaming room, a fully stocked kitchen with free breakfast provided. etc.
· A 5-minute walk from McGill metro station in the heart of downtown Montreal.
We offer equal career opportunities to all applicants.
For more information about our company, please, visit our website: www.astutesolutions.com.
Job Types: Full-time, Permanent
Additional pay:
Bonus pay
Benefits:
Casual dress
Company events
Dental care
Disability insurance
Discounted or free food
Employee assistance program
Extended health care
Flexible schedule
Life insurance
Paid time off
Vision care
Work from home
Schedule:
Day shift
Monday to Friday
Experience:
consumer research: 3 years (Required)
Management: 1 year (Required)
SPSS: 3 years (Required)
web analytics: 3 years (Required)
Reporting: 3 years (Required)
Language:
english (Required)
Work remotely:
Temporarily due to COVID-19"
"Manager, Analytics & Insights (FI)","Toronto, ON",AIR MILES,None,Organic,"It's fun to work in a company where people truly BELIEVE in what they're doing !
Job Description
About the Analytics & Insights Group

The Analytic & Insights Group at The AIR MILES® Reward Program provides world class analytical solutions through the delivery of insights that enable our clients to build stronger mutually-beneficial relationships with their customers. The group works directly with the sponsors of the program as well as internal business managers to ensure the successful partnering with our clients.

Why work with us?

The Manager will play a key role in supporting the development of customer-centric business and loyalty marketing strategies by delivering world class analytical solutions. The successful candidate will lead a team of Analysts and provide expertise in the application and execution of consumer data and analytics within a retail industry context. This role enables Sponsors to build stronger, mutually-beneficial relationships with their customers. As a critical member of the Sponsor Account Team, the incumbent of this role will offer expertise to link analyses and results to the business issues and analytical objectives.

What will you be doing?

Plan the analytical workload, ensuring that work is completed, insights and case studies are created, and relevant information is communicated to the Sponsor team
Support the Client Lead to define metrics and success criteria for program impact
Develop and interpret analytical methods (from BI reporting to advanced modeling) in support of retail business objectives
Support Customer and Sponsor strategies/segmentation by creating and leveraging analytics and underlying trends, providing input into developing the data plan to support the strategies
Develop an ongoing analytic plan for Sponsor, planning timetable and communicating deliverables for key stakeholders
Execute quarterly forecasting and monthly variance analyses based on inputs from internal stakeholders, ensuring completion and accuracy and provide explanation of variances as required
Ensure that the campaign occurs as planned, ensuring budget constraints are being considered against the financial forecast.
Develop measurement plan and key metrics based on campaign scope as outlined by the Client Marketing Manager and ensure the campaign objectives link back to overall Sponsor objective
Provide historical/trend insight to facilitate the proper planning of individual Sponsor marketing calendars and provide input and recommendations into campaign targeting and campaign design
Demonstrate analytics thought leadership, guidance, and representation across LoyaltyOne and participate in business development initiatives
What will you bring?

Bachelor's degree or equivalent practical experience
Minimum of 5 years of directly-related work experience in managing analysis and insight delivery. Preferred experience in retail analytics.
2+ years of supervisory/management experience preferred.
Technical Skills - experience with Excel, Access, SQL, Python, relational databases, data warehouses, data visualization (including Tableau experience); strong analytical & data mining skills; intermediate predictive modeling / machine learning experience; experience with both qualitative and quantitative consumer research techniques.
Business Skills - strong understanding of retailing and storytelling skills - merchandising and direct marketing (market research, experimental design); interpret research, extracting insights, linking to strategies, and communicating a compelling summary of findings and drive results, client communication and presentation.
About AIR MILES
Today, there are more ways than ever to engage shoppers. At AIR MILES, we believe that understanding the people behind the purchase is key to winning their hearts – and their wallets. For over two decades and from more than fifty locations around the globe, we have paired expertise in shopper behavior with advanced analytics to uncover the data-driven insights that drive successful loyalty, marketing and merchandising solutions. At AIR MILES, we know that in coming together we are at our strongest – and that together we can help shape the future for our clients, their shoppers and our communities. AIR MILES is an Alliance Data company.
Alliance Data is an Equal Employment Opportunity employer. Accordingly, we will make reasonable accommodations to respond to the needs of people with disabilities in accordance with legislation.
Alliance Data participates in E-Verify.
Analytics
Job Type:
Regular"
"Manager, Analytic Products","Calgary, AB",Benevity,None,Organic,"Benevity is seeking a creative and innovative Manager, Analytic Products to join our growing Analytics & Insights team. You’ll join a dedicated, passionate team that is transforming charitable giving reporting & analytics for our clients.

What You Will Do
Manage and grow a team to support the day-to-day operations of our Analytic Products team and work with our Cloud Data Platform and Analytic & Insights teams to seamlessly develop and deliver data and analytic products to our stakeholders and clients.
Implement and configure data and analytics at scale including design, test and enablement.
Understand client and stakeholder needs and a proven ability to identify practical solutions and productize analytics – visual analytics, embedded metrics/analytics etc.
Continuously identifies opportunities for process and quality improvement and implements applicable technologies and/or process changes.
Document all product analytics processes and procedures, developing repeatable patterns.
Interfaces with internal and external clients and stakeholders to determine data and analytical needs.
Updates job knowledge by participating in educational opportunities; reading professional publications; maintaining personal networks; participating in professional organizations
Automate tasks and improve operational efficiencies.

What You Bring
BS or MS in Economics, Mathematics, Computer Science, Engineering, or other related field
5 years in a management role with people leadership experience
Knowledge of data governance practices, business and technology issues related to management of enterprise information assets and approaches related to data protection
Excellent communication skills: ability to translate robust analytics and metrics into simple to understand dashboards and analytical tools, and comfort creating/ presenting findings to management and business partners
Strong analytical skills with ability to collect organize; analyze significant amounts of information and massive datasets (expertise in SQL, Python considered an asset)
Technical expertise in data modelling: (e.g. schema design, normalization methods, etc.)
Experience with JasperSoft, Big Query, Cloud Data Prep, Cloud Storage, Cloud Data Proc, etc..
Experience developing analytic products, technologies, and platforms
Demonstrated consulting skills with change management concepts and strategies, including communication, culture change and performance measurement system design
Can-do attitude and commitment to quality and continuous improvement

What you can expect
A once-in-a-career opportunity to join a mission-driven growth company on a growth trajectory and be part of a dynamic BI team in a unique, ultra-engaged culture.
Join a team of innovative thinkers, keen to be part of a growing and well-funded company that is all about helping businesses create innovative corporate and workplace giving and other Goodness programs.
Work in a fast-paced environment for a dynamic, rapidly growing company with a history of proven success and stunning colleagues.
Develop professional internal and external relationships with other people passionate about the Benevity mission.
Connect with a rapidly growing and passionate group in an open, collaborative and fun environment.

Go to Work and Change the World
Looking for meaningful work where you can have an impact? Benevity is the place for you.

We’re a fast-paced (and fast growing!) software company in the business of doing good. Our market-leading cloud solution powers Goodness programs that help hundreds of the world’s most iconic brands engage their 10 million+ people, customers, and communities by connecting them with causes they care about.

As a B Corp, we’re thrilled to be part of the next wave of companies that are committed to higher social and sustainability standards—a commitment you’ll see reflected in our mission-driven culture. We’re an agile, high-performing team and we need new team members—people like you—to help us continue to innovate game-changing technology, and help our raving fans (er, clients!) successfully run world-class Goodness programs that create a culture of purpose and passion while making a positive difference in the world.

When you Work at Benevity
You’ll join a purpose-driven team that will help you advance your skills and adopt the growth mindset that’s essential to success at our company (and in everyday life). Our inclusive environment will allow you to come to work each day and be your best, most authentic self.

You won’t find a lot of office policies and politics around here, but you will find dogs. You’ll also find a lot of passionate people who are all owners in the company. That doesn’t just mean potential equity in the company (though it means that, too!), but also a sense of responsibility and pride that we’re in this thing together.

Our Commitment to a Diverse Culture
We believe in the power of diversity and we’re dedicated to creating a diverse, equitable and inclusive environment at Benevity. We ensure equal opportunity for all applicants and encourage people of all visible minorities, including Indigenous applicants, and those of any religion, sex, age, ability, sexual orientation, gender identity or expression to apply.

A Place for all Genders in Tech
Gender diversity and equality benefits everyone. We’re committed to supporting all gender identities and expressions in tech by sharing stories and advocating for equality. We’re also proud to partner with forward-thinking organizations like Chic Geek, who continue to build a more vibrant, inclusive and diverse technology landscape.

While we sincerely appreciate every application received, only those candidates selected for an interview will be contacted."
"Data & Analytics - Manager, Customer Analytics","Vancouver, BC",Aritzia,None,Organic,"THE DEPARTMENT
The mission of the Analytics Department is to provide the business with actionable and accurate information to enable data-driven decision-making.
THE OPPORTUNITY
As a member of the Data & Analytics Department supporting the Customer division, you will be part of the team that bridges the gap between business strategy and data to drive client acquisition, activation, retention and reactivation. As the Manager, Customer Analytics you will combine your deep understanding of who our clients are, with your passion for data and masterful analytics skills to uncover opportunities that will enable Aritzia to create long lasting relationships with clients. And, with the skills you gain in this role, the opportunities are endless – from a rewarding career in Analytics to continued growth and development with Aritzia.
THE JOB
As the Manager, Customer Analytics, you will:
Partner and innovate with business leaders to deeply understand or identify the strategic opportunities across client acquisition, activation, retention and reactivation
Define measurement strategies to quantify the performance of various customer programs and compare their current condition against a hindsight benchmark
Support with generating actionable insights by analyzing customer behaviour, through diagnostics, correlations, and hypothesis testing to grow the business and enhance customer experience
Clearly and accurately visualize and communicate data and analytics through reports, dashboards, and presentations to maximize strategic decisions
QUALIFICATIONS
The Manager, Customer Analytics has:
A commitment to learn and apply Aritzia's Business and People Leadership principles
An ability to take on new opportunities and challenges, with a passion to continue to develop and grow oneself
A dedication to operational efficiency, investing in process and systems to improve team and business results
The intellectual and emotional intelligence to tactically partner cross-functionally in the pursuit of shared business outcomes
The skills to set clear objectives and hold oneself accountable to reach your full capability and maximize your capacity
Proven skills, education, and/or applicable certifications in:
SQL
Visualization tools (Tableau, Looker, Power BI)
Python
R or related statistical analysis tools
The deep curiosity and appetite to continuously learn and develop oneself in pursuit of making an impact and driving change in the business
A commitment to quality and investing in results that add value and drive the business
A sense of urgency executing job responsibilities, prioritizing urgent and important work
An in-depth understanding of the business, and the ability to identify, evaluate, and suggest opportunities for today and tomorrow, considering top line and bottom line impacts
ARITZIA
Head to our About Us for the scoop on who we are and what we do.
Aritzia is an Equal Opportunity employer. Aritzia believes in providing an inclusive workplace where all individuals have opportunity to succeed.
We are committed to doing so by providing accessible employment practices. Requests for accommodation due to a disability can be made at any stage of the recruitment process and applicants are asked to make their accommodation needs known ."
Communications & Data Analytics Manager - Public Relations,"Victoria, BC",TELUS,None,Organic,"Join our team

The TELUS Public Relations team is searching for a dynamic and innovative marketing communications professional to help us drive and measure best-in-class integrated public relations campaigns across owned, earned, and paid media.


If you are a seasoned marketing communications analyst who thrives in a multifaceted, fast-paced, deadline-driven environment, relishes working within a rapidly evolving digital and media landscape, and loves supporting high functioning teams to do their best everyday, this is the role for you.


This is a manager level role reporting to a director.


Here’s the impact you’ll make and what we’ll accomplish together

This is not your typical communications role. As the champion of measurement and reporting on TELUS’ Public Relations team, you will be the catalyst that shapes and strategizes how TELUS optimizes content to connect with its key audiences.


You will keep TELUS on the cutting edge of communications trends by driving results through campaign measurement, reporting, and tracking.


Here’s how
Report on communications team metrics; facilitate monthly operations reviews and quarterly reporting
Measure impact of sponsorship, earned media and owned media campaigns, programs and initiatives
Act as PR liaison between advertising, media, digital agencies, and other marcomm vendors to enhance the TELUS brand
Proactively identify and resolve communications challenges, employing strong tactical and critical strategic thinking and engaging organizational resources as required
Develop and manage PR team annual scorecard, setting KPIs and targets, and compiling and sharing quarterly results
Execute and present PR agency quarterly performance survey and scorecard
Support PR team and external agencies to create and complete quarterly campaign scorecards
Manage financial/budget tracking process, monitoring, and maintaining records & updating monthly spreadsheets to track and forecast all project expenses
Manage PR team documents, including contracts, POs, SOWs, and invoices
Produce high quality, polished presentations for executive audiences with clear messaging and story lines
Coordinate PR team annual subscriptions and external services
Continuously improve your skill set and our team’s processes to optimize the strategy development and communication, stakeholder engagement and analytical support
Qualifications
You're the missing piece of the puzzle
You have a passion for data-driven insights that inform strategies prior to launch and for harvesting analytics and creating comprehensive decks to support go-forward strategies at the post-mortem stage
You have an undergraduate degree or equivalent post-secondary education in communications, public relations, marketing, digital marketing, journalism, or political science
You’re a sociable and collaborative team player who wants to be part of an innovative, passionate and diverse team that manages the reputation for one of Canada’s most admired brands - and has fun while doing it!
You are known for your clear, concise and effective written and verbal communication
You are respected for your excellent organizational skills and attention to detail
You demonstrate a capacity for problem solving, analysis, and making sound recommendations leading to the development and implementation of process improvements
You drive innovation, creativity, and team collaboration to continuously improve upon best practices and standard processes
Your possess the ability to work effectively to deliver measurable results in demanding environments with diplomacy and adaptability while handling multiple tasks, prioritizing activities, and meeting deadlines.
Great-to-haves
You have previously worked at an agency and/or have experience operating in a large corporate environment
Minimum 4 years’ experience in a communications and/or analytics role
Strong competency with Google and G-suite applications
Please note: This is a mobile role."
"Manager, Analytics & MIS","Toronto, ON",Scotiabank,None,Organic,"Requisition ID: 89563
Cost Centre: GRM RETAIL CREDIT RISK - CANADA
Employee Referral Program – Potential Reward:
We are committed to investing in our employees and helping you continue your career at Scotiabank.
Purpose of Job:
Working within GRM, you will be responsible for producing data driven analyses resulting in actionable insights that improve the Bank’s loan losses, recoveries, & profitability.
Job Responsibilities:
Leverage your strong analytical background in order to collaborate with various business partners to:
Develop and produce daily and monthly reports leveraging tools such as SAS, SQL, and Tableau to adequately monitor risks and portfolio performance.
Generate analyses to understand portfolio trends, and present results with actionable recommendations to management team
Oversight of collection efforts by developing performance reports and early warning triggers
Deliver analytical projects that provide actionable insights to improve collection efforts and recoveries
Ensure all credit risks associated with collections are understood and quantified, with effective management reporting, across all components of collections (People, Data, Process, Technology, and Strategy)
Job Requirements:
3+ years in analytical role with demonstrable skills conducting statistical analyses and reporting
Strong collaboration and communication skills
Ability to communicate results and recommendations to management in a clear and concise manner
Strong background in statistical and quantitative analysis
3+ years of experience with statistical software packages such as R or SAS
3+ years of experience in Retail Banking
Experience manipulating large and complex databases
Results driven individual with high level of curiosity and ability to dive into details without losing sight of the big picture
Exceptional organization skills to prioritize, manage, and implement a variety of competing initiatives, on a concurrent or staggered basis
Graduate degree in statistics, economics, computer science or business
Location(s): Canada : Ontario : Toronto
As Canada's International Bank, we are a diverse and global team. We speak more than 100 languages with backgrounds from more than 120 countries. Our employees are committed to a superior customer experience and use the Bank’s six guiding sales practice principles to ensure they act with honesty and integrity.
At Scotiabank, we value the unique skills and experiences each individual brings to the Bank, and are committed to creating and maintaining an inclusive and accessible environment for everyone. If you require accommodation (including, but not limited to, an accessible interview site, alternate format documents, ASL Interpreter, or Assistive Technology) during the recruitment and selection process, please let our Recruitment team know. If you require technical assistance, please click here. Candidates must apply directly online to be considered for this role. We thank all applicants for their interest in a career at Scotiabank; however, only those candidates who are selected for an interview will be contacted."
Customer Analytics Manager,"Toronto, ON",KANTAR,None,Organic,"We go beyond the obvious, using intelligence, passion and creativity to inspire new thinking and shape the world we live in.
To start a career that is out of the ordinary, please apply...
Job Details
Nobody knows consumers better than Kantar. Providing insight and inspiration to help clients flourish in an extraordinary world, we bring together our global team of 30,000 people in more 100 countries to deliver specialist insight, business strategies and consultancy support. Analytics is a key growth and investment area for Kantar in North America, and a critical backbone for many of our solutions of the future.

Kantar is an emerging player in Customer experience measurement and analytics. Partnerships with Qualtrics and Medallia and the acquisition of Analytics Quotient (AQ) in the last couple of years has significantly expanded our capabilities in the space enabling Kantar to develop new solutions that link Customer Experience, CRM analytics, and business outcomes. The Kantar Analytics Practice (KAP) counts some of the largest retail, insurance, telecom and hospitality brands as clients. As we strive to deliver end-to-end customer analytics solutions, we seek a growth-minded Director to work with one of our premier customer analytics clients in the retail space. The Director will be an integral part of the client account team, onsite at the client’s office in Bentonville, working with senior clients to deliver customer analytics solutions that impact their business.
KEY OUTCOMES/EXPECTATIONS/RESPONSIBILITIES
The manage will be responsible for:
Providing analytics solutions to influence decision-making at senior levels of the client organization. Interacting with various senior business stakeholders such as Marketing Directors, VP’s Product Managers to understand the objective of business initiatives and provide solutions.
Solving unstructured business questions with actionable solutions by leveraging data & analytics including:
o Analyzing the impact of promotions and digital marketing on customer acquisition, digital platform adoption, omni-channel engagement, customer experience and brand perception.
o Leveraging advanced data analytics techniques to model the returns and ROI /ROAS on direct digital marketing campaigns.
o Targeting analytics to help business decide which initiative / offer to implement at what time to which customers.
o Design and implementation of statistically controlled A/B and multivariate tests to measure impact of marketing / media initiative.
o Post program measurement to estimate incremental new shoppers & dollars generated due to direct marketing campaigns and report learnings to marketing program owner.
Defining data requirements, conceptualize & perform the analysis and co-ordinate implementation of analytics solutions.
Prioritizing analytical requests and projects from client, developing a project delivery schedule with detailed tasks and managing deliverable quality.
Supporting development of best-in-class data visualization solutions (leveraging Tableau, Power BI) by owning the design & maintenance to inform KPI’s and outcomes from business decisions.
CAPABILITIES
The successful candidate will:
At least 5 years of experience in delivering advanced analytics solutions / services to clients
Experience in retail (specifically e-commerce), loyalty marketing and digital marketing.
Proven ability to engage with the client stakeholders to understand business problems, ideate & converge on solution/approach and develop analytical solutions
Ability to work with global teams and communicate effectively. Prior experience handing client engagement through on-site, offshore model.
Hands-on experience in SQL and Big data technologies such as Hadoop, Teradata, Python
Experience in Cloud platform – specifically Azure Databricks
Knowledge of visualization tools such as Tableau and Power BI.
Hands-on experience in developing ETL automation solutions using Alteryx.
Experience in predictive modeling, data mining, segmentation on large databases
Ability to think on his/her feet and engage with the business and analytical / technical audience
Bachelors (Master preferred) in Engineering, Business Analytics, MIS, Data Science, Statistics, or related quantitative field
Location
Toronto, Bloor St EastCanada
Kantar Rewards Statement
At Kantar we have an integrated way of rewarding our people based around a simple, clear and consistent set of principles. Our approach helps to ensure we are market competitive and also to support a pay for performance culture, where your reward and career progression opportunities are linked to what you deliver.
Kantar is the world’s leading data, insights and consulting company. We understand more about how people think, feel, shop, share, vote and view than anyone else. Combining our expertise in human understanding with advanced technologies, Kantar’s 30,000 people help the world’s leading organisations succeed and grow."
