Title,Location,Company,Salary,Sponsored,Description
Data Engineer - Toronto Hub,"Toronto, ON",Veeva Systems,None,Organic,"Our engineering and product teams are organized around our hubs for community and collaboration. Work anywhere means you can work at home or the office on any given day. Your product hub is based on the primary location of your product. You should live within one timezone of your product hub. Our current product hubs are Pleasanton, Columbus, Boston, NYC, Raleigh, and Toronto.

Veeva is looking for a data engineer to create ETL pipelines for our Veeva Data Cloud product. We’re building a system to provide our customers with access to billions of records a day with insightful analysis along with aggregations and transformations.

For this role, we need someone who can design flexible data processes and leverage their Python and Scala skillsets to implement them in an AWS cloud environment.

You’ll be responsible for creating and owning the implementation of numerous data analysis features as well as the pipelines that process those features in a multi-tenant, highly parallel system.
What You'll Do
Design and build scripts and tools that perform data analysis, transformations, aggregations, and other augmentations on large sets of in a spark-based AWS environment (EMR, Glue, S3, Redshift, Athena)
Evaluate various pipeline models, tools, and environments and implement these to push data from our sources through your transformations and finally to our customers
Work with product management and data research teams to prototype and test new ideas then take those to production
Work in a fast-paced, test-driven environment
Requirements
BS degree in Computer Science, Engineering or related subject
3 years+ experience working on Apache Spark applications in either Python (PySpark) and/or Scala
Experience creating spark jobs that work on at least 1 billion records.
Intermediate or greater SQL knowledge
Experience creating data pipelines in a production system
Experience working on AWS environments (S3, EMR, Glue, Redshift)
Nice to Have
Experience working with Data Quality techniques
Java development experience
Experience working with Machine Learning/AI models
Experience with AWS glue
Familiarity with agile methodologies
Experience with the following tools: Jira, Git, Terraform
Perks & Benefits
Allocations for continuous learning & development
Annual budget to donate to the non-profit of your choice
Health & wellness programs
#LI-Remote

Veeva builds enterprise cloud technology that powers the biggest names in the pharmaceutical, biotech, consumer goods, chemical & cosmetics industries. Our customers make vaccines, life-saving medicines, and life-enhancing products that make a difference in everyday lives. Our technology has transformed these industries; enabling them to get critical products and services to market faster. Our core values, Do the Right Thing, Customer Success, Employee Success, and Speed, guide us as we make our customers more efficient and effective in everything they do.

Veeva’s headquarters is located in the San Francisco Bay Area with offices in more than 15 countries around the world."
Senior Data Engineer,"Montréal, QC",Index Exchange,None,Organic,"Data is a big deal at Index Exchange (IX). IX's advertising exchange handles billions of auctions and generates terabytes of auction-related information every day. Our team builds tools and infrastructure to manage this vast amount of data and make it accessible for our customers. We're looking for a Senior Data Engineer to join our team, and help build the next generation of big data solutions at Index Exchange with real-time streaming and batch analytical capabilities.
Working with exciting technologies, your team will experiment with new tools and engineer innovative approaches to solve interesting challenges. Things shift very quickly in our industry, and we rely on our Engineering teams to keep IX and our clients ahead of the curve and moving in the right direction. We're looking for Engineers who have experience in an Agile environment, who can drive innovation, and be a technical leader on our team.
We are a global technology company that connects the largest publishers and marketers across the globe through programmatic advertising. We ensure publishers are able to secure their bottom line so they can provide content to consumers and bring news and information to society at large. Our mission is to democratize digital advertising, all while helping marketers reach the audiences that matter most to them across digital channels. For over 20 years, IX has been known as the change agents of digital advertising – innovators who help shape how our industry reacts to new challenges and shifts in the market. As a result, we've been able to partner with some of the most prominent players in the media industry including Hearst, Disney, and Meredith Corporation among many others.
Here's what we want:
Problem Solver: You are curious and love exploring multiple approaches to find the most efficient, scalable solution and solve a problem
Collaborative: You work well with other people
Passionate: You have a passion for Big Data and an interest in the latest trends and developments constantly researching new tools and data technologies
Self-starter: You are comfortable helping your team get things done
Leadership: You can mentor the team on the design, and implementation of our solutions
Here's what you'll be doing:
Design, implement, and maintain data pipelines for extraction, transformation, and loading of data from a wide variety of data sources to various data services
Identify, design, and implement system performance improvements
Identify, design, and implement internal process improvements
Automate manual processes and optimize data delivery
Guide and mentor team members
Identify and assess potential solutions for technical and business suitability
Useful skills/background:
You may or may not tick off every box, and that's ok. Each person brings a different background and different skills. If you think you are a good match for what we are looking for tell us why, and tell us what you are doing to improve yourself and we'll see what we can do to help!
Bachelor/Master degree in Data Science, Computer Science, Computer/Electrical Engineering or related field
7+ years of work experience in a software engineering environment
Experience working in Agile methodologies
3+ years of work experience designing and building high performance data applications with Hadoop, Spark, Kafka, Hive or other equivalent technologies
Proficiency in some of the following languages: Scala, Java, Python, Bash
Deep understanding of design principles of distributed systems and familiar with mainstream big data related technologies and distributed frameworks
Experience with SQL and NoSQL systems
Experience with automated testing systems
Mentorship, collaboration, and communication skills
Knowledge of data modelling, data warehousing, ETL processes, and business intelligence reporting tools
Experience optimizing performance with large data sets
Experience working with CI/CD, containerization, and virtualization tools such as Gitlab, Jenkins, Kubernetes, Docker
Why you'll love working here:
A bright and inviting shared office space in Downtown Montreal easily accessible by public transit or bike*
Our teams are built around cooperation, teamwork, and respect
We don't have a dress code and offer flexible work hours
Annual celebrations (Holiday Party, All Hands, Hack Days) and milestone outings
100% coverage for health and dental benefits, 12 incidental sick days per year, 5% RRSP matching, and monthly gym subsidy.
EQUAL EMPLOYMENT OPPORTUNITY Index Exchange is an equal opportunity employer who recognizes the value of every person in creating success for our customers, business partners, shareholders, employees and communities. We are committed to recruiting, hiring, developing and promoting employees without discrimination. Index Exchange believes equal opportunity and inclusion are essential to motivate, empower and recognize the best in everyone.
Index Exchange is committed to working with and providing access and reasonable accommodations to applicants with disabilities. Please let us know if you'd like to request a reasonable accommodation.
ACCESSIBILITY FOR APPLICANTS WITH DISABILITIES Index Exchange is committed to working with and providing reasonable accommodation to individuals with disabilities. In accordance with the Accessibility for Ontarians with Disabilities Act, 2005 and the Ontario Human Rights Code, Index Exchange* will provide accommodations throughout the recruitment and selection process to applicants with disabilities. If you would like to request a reasonable accommodation, please email hr.support@indexexchange.com or call 416.785.5908 ensure to provide your name, the best way to contact you, a detailed description of the nature of any accommodation that you may require (including any materials or processes that can be used to ensure your equal participation).
Considering COVID-19, until further notice, everyone is required to Work from Home. When offices re-open, you will be required to follow the mandate of your local office."
Senior Data Engineer,"Toronto, ON",Manulife,None,Organic,"Are you looking for unlimited opportunities to develop and succeed? With work that challenges and makes a difference, within a flexible and supportive environment, we can help our customers achieve their dreams and aspirations.
Job Description
Digital transformers needed!
Does rapid iteration, experimentation and curiosity fuel your purpose? Do you want to be part of our mission to make decisions easier and lives better for our customers and employees?
Manulife / John Hancock is on a journey to become a customer obsessed, digital leader. We’re transforming and we need you.
Manulife has a clear vision for a Global Data Strategy. By liberating and strengthening Manulife’s data capabilities we will enable deeper insights, better product and service design, and more effective business processes. The result will be exceptional experiences for our customers.
Manulife’s Group Functions Data Office (GFDO is seeking a Sr. Data Engineer / Data Engineer reporting into the Director, Advanced Analytics and AI Engineering & Enablement Lead. Located in Toronto, Canada the role will (1) champion and support strategic &/or Manulife’s Group Functions Data Office (GFDO) global data initiatives that strengthens Manulife’s global data and advanced analytic capabilities, (2) foster cross-segment collaboration and communication helping build an agile data insight driven culture, and (3) lead and nurture open data design and architecture establishing conditions for successful technical and analytic innovation.
The Sr. Data Engineer / Data Engineer will develop, maintain, and test data pipelines, application framework, infrastructure for data generation; works closely with Data Scientists to enable their work using modern data architecture and tools.
Mandate covers:
Leveraging new & existing Big Data & Cloud technologies contributing to the innovative design, development and management of data analytics labs supporting to increase knowledge and insight from enterprise data
Perform technical systems and data flow development in a variety of projects for complex front, middle and back office applications, with a focus on the reporting and analytics environment; this environment is built on a Microsoft Azure cloud and is underpinned by a Hortonworks Hadoop stack
Perform technical systems and data flow design for small-to-medium sized projects
Work with multiple project execution and deployment teams (e.g. Development, Business Analysis, Architecture, Release Management, Production Support)
Work closely with the technical leads and architecture teams, and align solutions that meet the departmental architectural vision
Assess the completeness and accuracy of data, identifying gaps in data, provide feedback to business and system owners with guidance and options to obtain missing information
Design, build and implement modern data architectures in development and production environments (data orchestration pipelines, data sourcing, cleansing, augmentation and quality control processes)
Translates business needs into data engineering and architecture solutions
Contributes to overall solution, integration and enterprise architectures
Build and support deploying machine learning models in development and production environments
Provide proactive data ingestion and analysis of large structured and unstructured datasets involving a wide range of systems across Group Functions (i.e., Finance, Treasury, Risk, Human Resources, Brand & Communications)
Evaluating existing and proposed data models and how to best access and query them as well as existing and proposed data interfaces and how to clearly document them, including specification of data flow models, data flow timing, data mapping, and data transformation rules including data validations and controls.
Required Knowledge and Skills:
Demonstrated minimum 5-8 years of professional experience in related industry experience in working in bigdata/data management & understanding big data analytic tooling and environments including a University degree and or Master’s degree in Engineering, Computer Science or equivalent quantitative program
Experience in Big Data, Analytics and Business Intelligence technologies to support design, build and implementation for advanced analytics and business intelligence reporting;
Experience working with Cloudera and/or Hortonworks Hadoop stack
Experience with big data processing frameworks and techniques such as HDFS, MapReduce, Syncsort, Sqoop, Oozie, Storage formats (Avro, Parquet), Stream processing (NiFi, Kafka), etc.
Understanding of relational and warehousing database technology working with Hadoop and other major databases platforms (e.g., Hadoop, Oracle, SQLServer, Teradata, MySQL, or Postgres)
Experience in data technologies and use of data to support software development, advanced analytics and reporting. Focus on Cloud (Azure), Hadoop-based technologies and programming or scripting languages like Java, Scala, Linux, C++, PHP, Ruby Python, R and SAS.
Knowledge regarding different databases such as Hawq/HDB, MongoDB, Cassandra or Hbase.
Working knowledge of modern data streaming using Kafka, Apache Spark and data ingestion frameworks: NiFi, Hive and Pig
Experience writing complex SQL and NoSQL jobs to analyze data in both traditional DBMS (MS-SQL, Oracle) and Big Data environments (i.e., HADOOP, SPARK, or similar open source and commercial technologies)
Knowledge of non-relational (Cassandra, MongoDB) databases preferred
Predictive analytics and machine learning experience (scikit-learn, Tensorflow, MLlib, recommendation systems) preferred
Experience with integrating to back-end/legacy environments
Experience integrating business and technology teams
Knowledge and familiarity with machine learning models application and production pipelines
Collaborative attitude, willingness to work with team members; able to coach, participate in code reviews, share skills and methods
Remains current with emerging technologies, innovations and practices within the data and analytics industry
Strong work ethic, results oriented, and accuracy / attention to detail are critical; ability to work in agile or scrum delivery environments
Exceptional oral, written and interpersonal communication skills with the ability to simplify complex technical concepts into business & value-focused language. A key requirement is to communicate clearly and consistently keeping stakeholders well-informed of progress and challenges
Excellent organizational and time management skills, strong business presence with ability to multi-task and effectively deal with competing priorities. Ability to work with minimal or no supervision while performing duties; has the ability and initiative to organize various functions and be a strong team player.
What about Perks?
Manulife has lots of perks including, but not limited to:
Competitive compensation
Retirement Savings Accounts including a RPP (Pension Plan), RRSP (Retirement Savings Plan), and TFSA (Tax Free Savings account)
Manulife Share Ownership Program with employer matching
Customizable Benefits Package including Health, Dental, Vision, and 100% of Mental Health expenses
Financial support for ongoing training, learning, and education
Monthly Innovation Days (Hackathons)
Wearing jeans to work every day
An abundance of career paths and opportunities to advance.
This is a full-time permanent role located in Toronto, Ontario.

If you are ready to unleash your potential it’s time to start your career with Manulife/John Hancock.
About Manulife
Manulife Financial Corporation is a leading international financial services group that helps people make their decisions easier and lives better. With our global headquarters in Toronto, Canada, we operate as Manulife across our offices in Canada, Asia, and Europe, and primarily as John Hancock in the United States. We provide financial advice, insurance, and wealth and asset management solutions for individuals, groups and institutions. At the end of 2019, we had more than 35,000 employees, over 98,000 agents, and thousands of distribution partners, serving almost 30 million customers. As of June 30, 2020, we had $1.2 trillion (US$0.9 trillion) in assets under management and administration, and in the previous 12 months we made $30.6 billion in payments to our customers. Our principal operations are in Asia, Canada and the United States where we have served customers for more than 155 years. We trade as 'MFC' on the Toronto, New York, and the Philippine stock exchanges and under '945' in Hong Kong.
Manulife is an equal opportunity employer. We strive to attract, develop and retain a workforce that is as diverse as the customers we serve and to foster an inclusive work environment that embraces the strength of cultures and individuals. We are committed to fair recruitment, retention and advancement and we administer all of our practices and programs based on qualification and performance and without discrimination on any protected ground.
It is our priority to remove barriers to provide equal access to employment. A Human Resources representative will consult with applicants contacted to participate at any stage of the recruitment process who request any accommodation. Information received regarding the accommodation needs of applicants will be addressed confidentially."
Data Engineer,"Vancouver, BC","Amazon Data Services CAN, Inc.",None,Organic,"This position requires a Bachelor's Degree in Computer Science or a related technical field, and 5+ years of relevant employment experience.
At least 3 year experience developing ETL/ ELT solutions within a Data Warehouse environment
At least 3 years experience using SQL, PL/SQL or Shell scripting

We are looking for an outstanding Data/Database Engineer who is data-driven, uncompromisingly detail oriented, smart, efficient, and driven to help our business succeed. You have passion for technology. You are keen to leverage existing skills while trying new approaches. You are not tool-centric; you determine what technology works best for the problem at hand and apply it accordingly. You can explain complex concepts to your non-technical customers in simple terms.

We are moving from traditional database technologies to near real time data processing and advanced reporting services built around natural language processing and machine learning.

You will help us analyze large amounts of data, discover and solve real world problems and build metrics and business cases to help business teams to make decisions. You should be motivated self-starter that can work independently in a fast paced, ambiguous environment.

Oracle and SQL performance tuning
Strong critical thinking and attention to detail
Ability to work and communicate effectively with developers and Business users
Experience in big-data using Hadoop, Hive, and other open-source tools/technologies
Familiar with AWS tools
Ability to work independently with minimum supervision
Experience in designing and building large data warehouse systems
Strong organizational and multitasking skills with ability to balance competing priorities
Good work experience in BI Reporting tools and databases in a business environment.
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, visit https://www.amazon.jobs/en/disability/us ."
GCP Data Assets Engineer,"Toronto, ON",TELUS International,$80 an hour,Organic,"GCP Data Assets Engineer
Context
Data productization is strategic to TELUS, as it enables both insights generation and the creation of AI-based algorithms by the internal TELUS analytics community. Data productization is all about the creation and light-touch governance of reusable data assets that can be democratized across our analytics community, to support real operational improvement and revenue generation use cases.
The successful candidate will build and maintain data assets such as, but is not limited to:
Advanced Queries in Big Query
Customer Journey Tables
Feature Stores for Data Science use
Symantec Layers
NLU/NLI based customer intents and triggers summary tables
*
What does a day in the life of a Data Assets Engineer look like:
Interface with users from the analytics community from across the TELUS to understand use cases and related data needs
Guide the analytics community to existing data assets, at a repository for predefined queries you have built
Expand data assets repository based on use case funnel and your understanding of where our business is growing
Envision, build and operationalize a light weight governance model to enable the analytics community to contribute to a shared ""data-as-a-product"" assets repository
Continuously learn new methods and tools to humanize a culture of being data, rather than, options driven.
*
*
What will help a candidate stick out:
Coding proficiency in SQL and at least one other modern programming language (Python, Java, etc.)
Experience and Advanced expertise in Google Cloud Platform and Big Query a strong asset
Strong desire to work in a cross-functional team environment
Ability to think and solve complex data engineering problems in a maintainable and scalable fashion
Desire to find new and better ways of doing things, generating original and imaginative ideas, products, and/or solutions
*
Job Type: Contract
Pay: From $80.00 per hour
Schedule:
Day shift
Experience:
Data Engineering: 3 years (Required)
Location:
Toronto, ON (Required)
Work remotely:
Yes, temporarily due to COVID-19"
Data Scientist/ Machine learning Engineer,"Whitchurch-Stouffville, ON",IDES CANADA INC,None,Organic,"Scentroid is looking for a Data Scientist/Machine Learning Engineer.
Scentroid is a high-tech company developing innovative technologies for air quality monitoring market. We manufacture all instruments in-house and export to over 42 countries. Our clients include Google, NASA, UC Berkeley, John Hopkins, Health Canada, Metro Vancouver, and many more. Our strong technical expertise in all aspects of instrumentation including mechanical, electrical, and software engineering provides the fuel for our obsession of research and development. For more information visit www.scentroid.com
Job Description:
As a ML Engineer you will be part of Scentroid’s advance R&D team developing intelligent air quality monitoring instruments. You will help develop new pattern recognition and machine learning tools for a variety of applications such as event detection, automatic calibration, sensor fusion, source identification, and pollution forecasting. You will be dealing with vast amount of data collected using mobile and stationary sensing platforms.
Required Skills
Ideal candidate has education background and relevant work experience demonstrates a mixture of math, statistics, and data engineering. Additional skills/experience include:
2+ years experience working with machine learning algorithms using large scale data processing tools
Knowledge about machine learning theory and algorithms: SVM, random forest, gradient boosting methods, graphical models, Bayesian methods, etc.
Familiarity with air dispersion modeling is an asset
demonstrable creativity in temporal and geospatial data representation
Proficiency in Python is a required
Proficiency in R or MATLAB is preferred
Able to extract data on your own and prepare a large data set to train a machine learning algorithm
Comfortable working with data that is sometimes incomplete, or messy, or both
Education Requirements
· Bachelor’s in Engineering, Math, Statistics, or Computer Science is required
· Master’s in related field is preferred.
What You Should Expect
· A growing fast-pace organization;
· cutting edge development and interaction with some of the world's most prestigious companies.
· Full benefit package.
· This position is full time with 3 months of probation period.
· Annual Salary range: Negotiable
Benefits:
Work from home opportunities
Extended health care
Vacation & paid time off
Company events & social hours
Casual dress
On-site parking
Education reimbursement
Job Types: Full-time, Contract, Permanent
Schedule:
Monday to Friday
Experience:
Machine Learning: 2 years (Preferred)
Education:
Bachelor's Degree (Preferred)
Work remotely:
Yes, temporarily due to COVID-19"
Azure Data Engineer,"Brampton, ON",Tech Mahindra,None,Organic,"Title: Azure Data Engineer
Location: Brampton, ON
Type: Fulltime
Must have skills
Azure Data Factory, Databricks, SCALA , SPARK , KAFKA with good understanding of OOPS concepts would be the key word for searching.
Description:
Minimum 5 years of hands on experience in Azure Data Factory, ADLS and Blob Storage (analyzing log files, IoT data, click streams, large datasets)
Minimum 5 years of experience in working on Azure Event Hub and managing real time data/event ingestion service; along with Azure Stream Analytics performing analytics on data in flight
Must be proficient with creating multiple complex Azure Data Factory pipelines and activities using both Azure and On-Prem data stores for full and incremental data loads to cloud
Hands on implementation of data solutions that use the following Azure services: Azure Data Factory, Azure Cosmos DB, Azure SQL Database, Azure Synapse Analytics, Azure Data Lake Storage, Blob, Azure Databricks, Azure Stream Analytics.
Hands on experience with Databricks, SCALA , SPARK , KAFKA with good understanding of OOPS concepts
Implement security requirements and implement data retention policies.
Job Types: Full-time, Contract
Schedule:
Monday to Friday
Experience:
azure: 8 years (Preferred)
data engineer: 5 years (Preferred)"
Data Engineer,"Toronto, ON",Open Farm,None,Organic,"Based in Toronto, Open Farm is one of the fastest-growing CPG companies in North America. We are transforming the way people feed their pets, with a focus on producing premium, healthy food and treats, all ethically sourced from farm-to-bowl. We believe the best foods are made with consciously sourced, top-quality ingredients from farmers and fisheries who believe in doing good for all animals and the environment.

We are looking for an experienced Data Engineer to join our team in Toronto (HQ) or remote during a very exciting time as a company. We are at a point where we are scaling quickly (as is our data), and we need to build a data infrastructure that will scale with us. This is an incredible opportunity to take a leadership position in aggregating multiple data streams, providing actionable insights and recommendations, and facilitating a data-driven culture across teams. In this role, you will report directly to the VP of E-Commerce, work collaboratively with cross-functional teams, and leverage agency resources. You will play a key role in impacting our data and analytics strategy today and in the future.

The Role:
Data Aggregation: Develop an in-depth understanding of our business, our strategy, and where and how we collect data today. This will require working with cross-functional stakeholders on the e-commerce team but also Finance, Sales, Marketing, and Operations.
Data Architecture: Identify and select data warehousing, ETL, and BI solutions that meet our business needs and that can flex with added complexity and as our business scales
Data Modeling & Analytics: Implement processes for SQL-based data modeling that reflect the business rules underlying our analytics. Ensure version-control, develop documentation, and transparency.
Data Integrity: Maintain tools and systems that ingest, transform, organize and expose data across teams, ensuring data accuracy and security.
Automation & Reporting: Architect data models that are reusable and extendable, and design and optimize queries that deliver business views and reporting for insights and decision making.
You Have:
4-6 years' experience in Data Engineering, worked at a start-up, built a Data Infrastructure and Analytics solution from the ground up, and can bring a tried-and-true playbook to our team
Excellent quantitative, analytical, and problem-solving skills. Experience working with data from multiple sources and systems across multiple functions.
Built a modeling infrastructure and DWH solution, such as Redshift or Snowflake, set up ETL processes tools, such as Stitch and Fivetran, and integrated with BI tools, such as Looker or Mode, and implemented data modeling tools, such as DBT
A strong understanding and perspective on the pros and cons of using different tools, and the ability to communicate business cases to management

You Are:
Excited by the idea of working at a high-growth consumer brand, and thrive in a fast-paced, entrepreneurial environment
Curious and constantly learning about best practices pertaining to big data, data warehousing, information security, and the latest tools to make data analytics more accurate, seamless, and accessible across the organization.
Eager to roll up your sleeves and work with a passionate and growing team

What We Offer
An opportunity to grow with a dynamic company
Central Toronto location (Annex neighborhood), currently working from home due to COVID, and open to remote applicants
Great office culture (with lots of adorable pooches!)
Casual dress code
Full suite of health and dental benefits

Open Farm values diversity in its workforce and encourages applications from all qualified individuals. Applicants requiring a disability-related accommodation at any stage of Open Farm's recruitment process should contact careers@openfarmpet.com. As required by legislation, Open Farm will consult with applications requesting such an accommodation to ensure that Open Farm's recruitment process takes into account their accessibility needs."
Python Data Engineer,"Halifax, NS",AXIS Insurance,None,Organic,"This is your opportunity to join AXIS Capital – a trusted global provider of specialty lines insurance and reinsurance. We stand apart for our outstanding client service, intelligent risk taking and superior risk adjusted returns for our shareholders. We also proudly maintain an entrepreneurial, disciplined and ethical corporate culture. As a member of AXIS, you join a team that is among the best in the industry.
The primary role of the Python Data Engineer is to design, monitor, and maintain the systems populating the Axis Data Platform in the Azure Cloud.
The Python Data Engineer will work with internal customers to efficiently extract, transform, and load data fulfilling analytic, reporting, and data science requirements.
Responsibilities
Collaborate with Axis colleagues at all levels and deliver robust cloud-based data systems matching analytic needs.
Collaborate with Architecture and Database Administrators on design of data systems ensuring accuracy, correctness, and efficiency.
Collaborate with DevOps teams to ensure system reliability.
Responsible for developing and maintaining formal descriptions of data flow systems populating target databases, including data flow diagrams, metadata documentation, and lineage artifacts.
To liaise with colleagues and provide Data Transformation Expertise when needed.
Establish and document standards for DevOps relevant to the running of applications.
Skills & Qualifications
5+ years experience developing in Python data processing systems.
Sound understand of python packaging and pipenv, venv, poetry, or conda.
Cloud compute technologies such as Azure Functions, AWS Lambda, Kubernetes, or Docker.
Excels at SQL transformation and extraction; Microsoft SQL Server.
Cloud file system technologies such as Azure ADLS, Amazon S3, or HDFS.
Excellent grasp of data structures and algorithms.
Excellent verbal, written, and interpersonal skills.
Bachelor’s degree in IT / Computer Science field; advanced degree preferred.
Technical curiosity and enthusiasm.
Preferred Skills & Qualifications
Flow Based Programming and/or Functional Programming.
Additional programming languages such as R, Clojure, Go, FSharp, or Julia.
Additional Database Systems such as Azure Synapse, Teradata, Netezza, Postgres, Oracle.
Web Client/Server technologies such as Swagger, Rest, SOAP, GraphQL.
Familiarity to ETL tools such ADF, SSIS, Informatica, Data Stage, Ab Initio, or Talend.
Exposure to data science ecosystems and toolsets; NLTK, scikit-learn, tensorflow, etc.
Queue based data systems such as Azure Event Stream, Kafka, RabbitMQ, etc.
P & C Insurance industry experience preferred."
Senior Data Engineer,"Halifax, NS",Kinduct Technologies,None,Organic,"Title: Senior Data Engineer
Location: Halifax, NS, Canada
Term: Full-time
Compensation: Competitive Salary and Benefits Plan
Company Overview
Kinduct Technologies (www.kinduct.com) is a leading data and analytics software provider that is changing the way information shapes human performance. Kinduct's highly secure, cloud-based platform allows sports, health and wellness organizations to spend less time managing their data and more time using it to inform decisions, promote constant improvements and produce exceptional results. Kinduct is the software provider of choice for many world-leading professional and elite sports organizations across the NFL, NBA, MLB, NHL, MLS, and other professional and elite leagues. A number of Kinduct clients are world champions in their sport. Kinduct's investors include Intel Capital, CFFI Ventures Inc., and Elysian Park Ventures.
A year in the life of a Kinducterdactyl (what sets us apart):
Flexible working hours in an innovative and exciting industry
Health and Wellness Allowance
Parking or Transit Stipend
Extra Holiday Days
Never less than 15 days of vacation, even in your first year
Ample paid sick days
Health, Dental, Vision and complementary health - shared benefits coverage
Located at beautiful Purdy's Wharf with access to many convenient amenities
Two blow out company events per year
A games room with a pool table and ping pong gear
A collaboration and relation space with three TV's to enjoy the latest game as you relax with your view of the harbour
Many ""Fun Factory"" planned ongoing initiatives to pump up the Fun Factor
A collaborative, diverse and team focused environment that supports your growth as a professional all while ensuring we laugh the way!
Your Opportunity
We are looking for experienced individuals with deep knowledge of SQL, Stream processing, Job Orchestration, Data Modelling, and Data Warehousing. Ideal candidates are self-motivated engineers with a passion for both business and technology innovation, more importantly they quickly adapt with changing technologies. We value people who are passionate about data quality and have an eye for improving data systems. We currently work with Python, Scala, AWS Kinesis, AWS Lambda, MySQL, and Snowflake. Your primary focus will be on developing easy to scale data pipelines, robust data models, and data warehouses while following data engineering best practices. You will 1.) ensure that these pipelines robust, easy to scale, and easy to maintain. 2.) Be part of the team building the different layers of the data infrastructure. 3) Have a commitment to collaborative problem solving, sophisticated design, and code quality.
Responsibilities:
Developing new ways to store and move data
Building reusable data pipelines and transformation libraries for future use
Translating data models and their access into high quality data stores
Optimizing system components for maximum performance and scalability across a vast array of environment
Skills:
Commanding grasp of Python or Scala, SQL, and familiarity with newer cloud based data engineering tools
Strong Computer Science fundamentals
Deep understanding of data Streaming and its core principles. Experience with Kafka or Apache Beams is a plus
Experience with modern data warehousing and analysis tools and technologies. Experience with Snowflake, BigQuery, and Tableau is a plus
Demonstrated job profiling, troubleshooting and optimization experience.
Familiarity with RESTful APIs
Knowledge of modern authentication and authorization mechanisms such as OAuth, JWTs, etc.
Familiarity with modern back-end CI/CD pipelines and tools such as SBT, Pipenv, etc.
Ability to understand business requirements and translate them into technical requirements
Behavioural Competencies:
Take initiative with seeking out tasks, communication, and updating status;
Ability to prioritize, multi-task, and perform effectively under pressure;
Be willing to ask for assistance when roadblocks impede progress;
Ability to define requirements and manage tasks with multiple deadlines under minimal supervision ;
Display reliability, integrity and trustworthiness;
Demonstrate a willingness to learn new technologies during a product life cycle;
Possess strong analytical and problem solving skills;
Displays creative and innovative thinking;
Acceptance of differences in team members and a strong commitment to teamwork, cooperation and healthy behaviours.
What Sets You Apart:
Strong motivation to drive impact by making product or infrastructure improvements
Proactiveness, clear communicator of thoughts and ideas and fast learning
Interest in working in a very cross-functional team that touches many of the core systems at Kinduct
Passionate about Data Governance
Curious about new technology and tools
Seek out others' opinions to further yours

If you are looking for a new and exciting challenge, and the opportunity to work with some of the most successful professional sport franchises in the world, then look no further. We at Kinduct are looking forward to hearing from you, and to welcoming you to our ever growing family of Kinducterdactyls!"
