Title,Location,Company,Salary,Sponsored,Description
Senior Data Scientist,"Toronto, ON",BMO Financial Group,None,Organic,"Address:
60 Yonge Street
Job Family Group:
Data Analytics & Reporting
Job Description
As the Senior Data Scientist, you will be joining a dynamic team that embraces data and technology to develop advanced analytical solutions that drive business growth within BMO’s Insurance pillar. The Senior Data Scientist works with Wealth’s central Data & AI team and technology partners to lead the design, development, and implementation of machine learning-based solutions that drive measurable business outcomes. In this role, you will engage senior business partners within Insurance to dissect business problems, conduct research and analysis, generate ideas, structure data and build end-to-end machine-learning solutions.
This is an exciting opportunity that is on the forefront of a critical capability and priority for the bank. As a change agent, you will be providing thought leadership to business partners within BMO’s Insurance business on the value of data, analytics and machine learning while working directly with multiple lines of business across Wealth Management.
Role Description
Works with stakeholders to identify the business requirements, understand distinct problems and expected outcomes, and models and frames business scenarios which impact critical business processes and/or decisions.
Works with various data owners to discover and select available data from internal sources and external vendors to fulfill analytical needs.
Applies scripting / programming skills to assemble various types of source data (unstructured, semi-structured, and structured) into well-prepared datasets with multiple levels of granularities (e.g., demographics, customers, products, transactions).
Develops agreed analytical solution by applying suitable statistical & machine learning techniques (e.g., prototype solutions, mathematical models, machine learning, deep learning, artificial intelligence) to test, verify, refine hypotheses.
Summarizes statistical findings and draws conclusions, presents actionable business recommendations. Presents findings & recommendations in a simple, clear way to drive action.
Makes strategic recommendations on data collection, integration and retention requirements incorporating business requirements and knowledge of best practices.
Structures loosely defined and complex business problems; determines new experimentation methods and statistical techniques to design solutions.
Drives analytics innovation; poses open-ended questions, explores new ideas, and chooses appropriate techniques for solving business problems.
Oversees the development and delivery of tools and training for data and analytics.
Diagnoses and resolves predictive / analytical model performance issues while monitoring system performance and implementation of efficiency improvements.
Applies innovative and best practices to advanced analytics services to ensure high quality standards.
Applies expertise and thinks creatively to address unique or ambiguous situations and to find solutions to problems that can be complex and non-routine.
Qualifications:
Typically 7+ years of relevant experience and/or certification in related field of study or an equivalent combination of education and experience.
Advanced degree (PhD) in Computer Science, Mathematics, Physics, Engineering, Statistics, or other quantitative disciplines and/or equivalent experience.
In depth experience using machine learning algorithms.
Experience with distributed computing language (e.g. Hive / Hadoop/ Spark) & cloud technologies (e.g. AWS Sagemaker, AzureML).
Experience with programming languages (e.g. R, Python, SQL) and machine learning /deep learning algorithms/packages (e.g. XGBoost, H2O, SparkML).
Seasoned professional with a combination of education, experience and industry knowledge.
Verbal & written communication skills - In-depth / Expert.
Analytical and problem solving skills - In-depth / Expert.
Influence skills - In-depth / Expert.
Collaboration & team skills; with a focus on cross-group collaboration - In-depth / Expert.
Able to manage ambiguity and multiple projects.
Data driven decision making - In-depth / Expert.
We’re here to help
At BMO we are driven by a shared Purpose: Boldly Grow the Good in business and life. It calls on us to create lasting, positive change for our customers, our communities and our people. By working together, innovating and pushing boundaries, we transform lives and businesses, and power economic growth around the world.
As a member of the BMO team you are valued, respected and heard, and you have more ways to grow and make an impact. We strive to help you make an impact from day one – for yourself and our customers. We’ll support you with the tools and resources you need to reach new milestones, as you help our customers reach theirs. From in-depth training and coaching, to manager support and network-building opportunities, we’ll help you gain valuable experience, and broaden your skillset.
To find out more visit us at https://bmocareers.com .
BMO is committed to an inclusive, equitable and accessible workplace. By learning from each other’s differences, we gain strength through our people and our perspectives. Accommodations are available on request for candidates taking part in all aspects of the selection process. To request accommodation, please contact your recruiter."
Senior Data Scientist – BI Analytics,"Toronto, ON",BFS Capital,None,Organic,"BFS is a FinTech company in the business lending space and has provided over $2BB in financing to over 23,000 businesses in the US, Canada and the UK.
We are building the next generation of lending technology which will form a foundation for small businesses to recover in a post-COVID world. Our processes create vast amounts of data in constant need of monitoring, analysis, and interpretation. We are seeking a Senior Data Scientist with focus on BI Analytics who can help us build a reporting infrastructure to derive actionable insights from this data.
Your Impact
Small and medium sized businesses are the backbone of our economy and employ 70% of the private labor force. The products you help to build will have a lasting and positive impact on businesses across Canada, the US, and the UK, while also positively impacting the millions of people who work for them.
What we do here
Our Toronto Data Science and Engineering hub is a fast paced FinTech startup inside an organization with decades of commercial lending experience. It’s the best of both worlds: we’re a well-funded, dynamic and fast-paced group, while also enjoying the stability of an established, profitable company. Like any startup, we move quickly and ship often.
We believe that we are stronger together. Each person on the team is valued for their skills, experiences and contributions. Blending different perspectives, experiences and insights helps build better products – We believe in equal opportunity and aim to hire a diverse workforce.
Responsibilities
Build dashboards and visualize data in an easily consumable way for business stakeholders
Explore databases to find new insights to incorporate into reporting
Monitor critical business metrics
Collaborate with multiple departments to understand business needs
Basic Qualifications
B.S. degree in Computer Science, Statistics, Mathematics or related quantitative field, or an equivalent work experience
3+ years of experience working as a data analyst
Advanced knowledge of at least one BI tool e.g. Power BI, Tableau, Looker
Advanced knowledge of SQL
Preferred Qualifications
Experience with Python
Experience working in a financial institution
What We Offer
Be part of a dynamic, collaborative, progressive and high-performing team, building revolutionary products that matter
Competitive salary, discretionary bonus, RSP matching and benefits
Continued professional development
Flexible work/life balance options
WFH option
Powered by JazzHR
WowUPQqSMz"
Senior Data Scientist/Scientifique de données principal,"Montréal, QC",Unity Technologies,None,Organic,"The Technology organization is seeking a Senior Data Scientist to join our Architecture team. This group will partner with and influence all engineering organizations to align on Unity's technology of tomorrow.
At Unity we believe the world is a better place with more creators in it, and the Technology organization's mission is to ensure we provide each creator with the best technology and tools to realize their ambition. As a Senior Data Scientist, you will support the Editor team and will primarily focus on conducting analysis and searches in the source code. You will also perform code refactorings. You will be responsible for not only providing solutions, but identifying new opportunities within our data and solving them with machine learning techniques.
If you have extensive experience working as a data scientist, building and implementing deep learning models in a production environment, and are excited about having a huge impact on our technology, then we want to talk with you!
Responsibilities
Source code analysis and problem solve through data science techniques
Influence key partners and drive alignment on data-science and possibly machine learning initiatives
Develop, optimize, data models to improve our technology
Identify, define, and lead data science projects end-to-end
Requirements
Industry experience developing, optimizing, and implementing traditional data science models in a production environment
In-depth knowledge and understanding of analytics
Ability to create websites
Professional experience leading data projects from problem identification to production
Bonus Points
Knowledge of the Unity Editor
About Unity Technologies
Unity is the world's leading platform for creating and operating real-time 3D (RT3D) content. Creators, ranging from game developers to artists, architects, automotive designers, filmmakers, and others, use Unity to make their imaginations come to life. Unity's platform provides a comprehensive set of software solutions to create, run and monetize interactive, real-time 2D and 3D content for mobile phones, tablets, PCs, consoles, and augmented and virtual reality devices.
The company's 1,400+ person research and development team keeps Unity at the forefront of development by working alongside partners to ensure optimized support for the latest releases and platforms. Apps developed by Unity creators were downloaded more than three billion times per month in 2019 on more than two billion unique devices. For more information, please visit www.unity.com.
Unity is an equal opportunity employer committed to fostering an inclusive, innovative environment with the best employees. Therefore, we provide employment opportunities without regard to age, race, color, ancestry, national origin, religion, disability, sex, gender identity or expression, sexual orientation, or any other protected status in accordance with applicable law. If there are preparations we can make to help ensure you have a comfortable and positive interview experience, please let us know.
Headhunters and recruitment agencies may not submit resumes/CVs through this Web site or directly to managers. Unity does not accept unsolicited headhunter and agency resumes. Unity will not pay fees to any third-party agency or company that does not have a signed agreement with Unity.

L'organisation Technology est à la recherche d'une ou d'un scientifique de données principal qui rejoindra notre équipe Architecture. Ce groupe collaborera avec l'ensemble des organisations d'ingénierie et les amènera à s'aligner sur la technologie Unity de demain.
Chez Unity, nous pensons que le monde se porte mieux avec plus de créateurs. La mission de l'organisation Technology est de s'assurer que nous fournissons à chaque créateur la meilleure technologie et les meilleurs outils pour réaliser leur ambition. En tant que scientifique de données principal, vous soutiendrez l'équipe de rédaction et vous vous concentrerez principalement sur l'analyse et la recherche dans le code source. Vous effectuerez également des refactorisations de code. Vous aurez pour mission non seulement de fournir des solutions, mais aussi d'identifier de nouvelles perspectives dans nos données et de les résoudre à l'aide de techniques d'apprentissage machine.
Si vous disposez d'une grande expérience de travail en tant que scientifique des données, de la construction et de la mise en œuvre de modèles d'apprentissage profond dans un environnement de production, et que vous êtes enthousiaste à l'idée d'avoir un impact considérable sur notre technologie, alors nous aimerions vraiment discuter avec vous!
Responsabilités
Analyse du code source et résolution des problèmes grâce aux techniques de la science des données
Influencer les partenaires clés et favoriser une harmonisation des initiatives en matière de sciences des données et, éventuellement, d'apprentissage machine
Développer et optimiser les modèles de données pour améliorer notre technologie
Identifier, définir et diriger des projets de science des données de bout en bout
Compétences
Expérience dans l'industrie en matière de développement, d'optimisation et de mise en œuvre de modèles scientifiques de données traditionnels dans un environnement de production
Connaissance et compréhension approfondies des outils d'analyse
Capacité à créer des sites Web
Expérience professionnelle dans la direction de projets liés aux données, de l'identification des problèmes à la production
Expérience considérable de la programmation avec R, ou Python ou Spark
Atouts
Connaissance de l'éditeur Unity
À propos de Unity Technologies
Unity est la plateforme la plus utilisée au monde pour la création et l'exécution interactive de contenu 3D en temps réel (RT3D). Des créateurs, notamment des développeurs de jeux vidéo, des artistes, architectes, concepteurs automobiles et cinéastes, utilisent Unity pour donner vie à ce qu'ils ont imaginé. La plateforme de Unity offre un ensemble complet de solutions logicielles pour créer, exécuter et monétiser du contenu interactif 2D et 3D en temps réel pour les téléphones mobiles, les tablettes, les ordinateurs, les consoles et les appareils de réalité augmentée et de réalité virtuelle.
Notre équipe de plus de 1400 personnes assignées à la recherche et au développement fait en sorte que Unity soit à l'avant-garde du développement et assure un soutien optimal pour les plus récentes technologies et plateformes. Les applications développées par les créateurs au sein de Unity ont été téléchargées plus de trois milliards de fois par mois en 2019, sur plus de deux milliards d'appareils uniques. Pour en savoir davantage, visitez le site www.unity.com.
Unity est un employeur axé sur l'égalité des chances qui s'engage à favoriser un environnement inclusif et innovateur avec les meilleurs employés. Par conséquent, nous fournissons des opportunités d'emploi sans tenir compte de l'âge, la race, la couleur, l'ascendance, l'origine nationale, la religion, le handicap, le sexe, l'identité sexuelle ou l'expression, l'orientation sexuelle ou tout autre statut protégé. S'il y a des préparatifs que nous pouvons faire pour vous aider à avoir une expérience d'entrevue confortable et positive, veuillez-nous le faire savoir.
Les chasseurs de têtes et les agences de recrutement ne peuvent pas soumettre résumes/CV par ce site Web ou directement aux superviseurs. Unity n'accepte pas des chasseurs de têtes non sollicités et des résumés (CV) d'agence. Unity ne payera pas d'honoraires à aucune agence tierce ou entreprise qui n'a pas signé d'ententes avec Unity.
#LI-MN1 #SEN"
Sr. Data Scientist,"Calgary, AB",Robert Half,"$120,000 - $135,000 a year",Organic,"Robert Half Technology is recruiting for an experienced Senior Data Scientist for a role in the Calgary, AB., area. Are you a result oriented and focused individual with top-notch analytical skills who knows how to ask the appropriate questions, interpret and analyze key data ? The successful Candidate will work though the entire process of maximizing the Clients platform through the development of machine learning and predictive modeling processes. You will interpret analysis findings, provide recommendations on resources, training, best practices etc. Our Client is based in the Calgary, Alberta area but this role is available for remote work / work from home permissions for Candidates located in Canada.
If you have the qualifications for this role, please submit your resume online today.

WHAT YOU’LL GET:
Our Client offers a competitive salary and comprehensive benefits package, flexible working hours with a great work/life balance and the opportunity to work in a fast growing business within a fun, dynamic and team-oriented environment.

MUST HAVE:
8 + years proven hands-on working experience utilizing modern tools to operationalize and implement machine learning models (Tensorflow, ML Flow), etc. in production.
Experience utilizing Python data science libraries including Pandas, Scipy, Jupyter Notebooks, etc.
Proficient skills with SQL and Git
Experience using data visualization and analytical tools. Experience with data querying languages, and statistical or mathematical software.
Willingness and ability to demonstrate and disseminate best practices.
Excellent written and oral communication skills with strong interpersonal communication ability for effective interactions with all levels of Stakeholders.
Post-secondary degree in Computer Science, Computer/Software Engineering or equivalent.
NICE TO HAVE:
Knowledge and experience in building APIs is preferred
Exposure with Flask or Falcon is an asset
Knowledge and ability with PaaS/AWS is a plus
Knowledge and experience in the Banking/Finance Industry is an asset
This position will remain open until a suitable candidate is selected. If you have the qualifications we are looking for, please submit your resume online today. Please reference # 05000-0011600514 on all communication

Technology doesn't change the world. People do.

As a technology staffing firm, we can't think of a more fitting mantra. We're extreme believers in technology and the incredible things it can do. But we know that behind every smart piece of software, every powerful processor, and every brilliant line of code is an even more brilliant person.

Leader among IT staffing agencies

The intersection of technology and people — it's where we live. Backed by more than 65 years of experience, Robert Half Technology is a leader among IT staffing agencies. Whether you're looking to hire experienced technology talent or find the best technology jobs, we are your IT expert to call.

We understand not only the art of matching people, but also the science of technology. We use a proprietary matching tool that helps our staffing professionals connect just the right person to just the right job. And our network of industry connections and strategic partners remains unmatched.

Apply for this job now or contact our branch office at 888.490.4429 to learn more about this position.

All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2020 Robert Half Technology. Numéro de permis du Québec AP-2000503.

By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use ."
"Data Scientist, Sales & Customer Success","Oakville, ON",Prodigy Game,None,Organic,"Prodigy Education connects students, parents, teachers and school districts with resources that promote a lifelong love of learning. Anyone with an internet connection is welcome to create a free account and try the most effective and engaging K-8 math platform in the world. Our business model helps us connect with youth around the world, with over 100 million students now voluntarily practicing math every single day — and enjoying it!

At Prodigy Education, we have an incredible team that works tirelessly to turn our goal of making education a human right into a reality. We are immensely grateful for our amazing team and all they do every day. We welcome people who share our passion to join our team, where you will have the opportunity to help an entire generation of students to LOVE learning.

Our passion is our mission - to help every student in the world love learning!

Please note: During the Covid-19 pandemic, in order to keep all our candidates safe, Prodigy is hiring and on-boarding 100% remotely for the time being.

Overview:
Our Data and Sales / Marketing teams are scaling rapidly as we continue to hit our product and growth milestones! The work you do here, will aid the educational advancement of millions of students. You will have the chance to apply your analytics skills to not only help kids learn but also help our marketing team to make better decisions.
We are looking for a sales analytics and applied stats expert to join our growing team. As we scale our sales efforts, the team will be looking to you for insights on the effectiveness of initiatives, and opportunities for optimization and growth. You will have the chance to apply your sales analytics expertise to add real strategic value and ensure that we are asking and answering the right questions.
Your Impact:
Collaborate with data scientists, data engineers, and team leads to create solutions which will directly affect Prodigy’s growth.
Help our sales team explore, analyze, and understand their data to help make business and investment decisions.
Benchmark performance across sales areas and inform optimization based on performance analysis.
Improve data visibility by building dashboards and charts to inform strategy, and capture market and user insights.
Implement analytics and data tracking best practices.
Work with the sales, marketing, and data teams to improve data quality to provide high quality insights and recommendations.
Help design, execute, and evaluate experiments (e.g., A/A, A/B, multivariate tests etc).
Help translate educational value experiments into case studies.
Communicate insights, analysis, and recommendations clearly and accurately to stakeholders with a variety of technical and non-technical backgrounds.
Who You Are:
At least 2 years demonstrated analytics experience, including B2B sales and revenue analytics.
Expert skills and knowledge of SQL.
Proficiency in Python (bonus points for R).
Expertise in working with various BI platforms (Tableau, Looker, Periscope).
Experience with sales and attribution modelling.
Experience working with A/B testing and experimentation.
Applied statistics expertise and experience.
Passion and persistence for solving hard problems, balancing speed and depth for greatest value.
Ability to work simultaneously on different projects with a variety of timelines.
Ability to translate data insights into actionable steps.
A team and customer centric mindset.
Love for our mission of helping kids everywhere enjoy learning.
Bonus Points For:
Experience in cloud ecosystems and their data tooling (AWS, GCP).
Experience with Spark.
Demonstrated ability to solve hard mathematical, algorithmic, and statistical problems.
Experience with model building, especially within sales analytics.
Experience working with end to end user journeys.
Writing statistically sound case studies.
Significant accomplishments that required both technical and strategic capabilities, such as research projects, open-source software contributions, and entrepreneurship.
What We Offer:
The opportunity to build a career of value and witness first hand the impact Prodigy has as the most engaging math platform in the world!
A culture of transparency, where team members are involved in important conversations
No micromanaging here! We believe in our employees skills and abilities, we encourage you to bring new innovative ideas to your team
Full health benefits from day one (1) for you and your family, fully covered! Nothing is ever taken off your pay cheque
We are a profitable company, with eligibility to participate in stock options for all employees
Late or early riser? We understand! We offer flexible working hours that allow you to schedule your 8 hour day with a bit more flexibility. We do have core office hours, to ensure team members can be present for important meetings and department needs. Our core office hours are 10:30am - 3:00pm
While we operate 100% remotely for the time being, our company culture and values remain at the core of everything we do. We are offering a number of remote-friendly activities such as:
Virtual trivia
Zoom meditation, stretching, and fitness sessions
Daily remote challenges via Slack
Virtual “Prodigy Prepares” cooking series featuring our very own employees!
Remote work employee budget for things like home office equipment etc.
We’d love to still provide you with a glimpse into what our in-office experiences look like below:
Feel like a different work environment? Work from home 1x a week!
Team building events that not only include you as a Prodigy employee, but your significant other and children as well
Company pizza lunch every second week for ‘All Hands’, where we discuss important Prodigy milestones
Do you need some fun to help break up your day? We have that covered! Join in some Ping Pong games, Smash Bros competitions or board games!
We are an equal opportunity employer and are committed to providing employment accommodation in accordance with the Ontario Human Rights Code and the Accessibility for Ontarians with Disabilities Act, 2005 (AODA). Prodigy Game will provide accommodations to job applicants with disabilities throughout the recruitment process. If you require an accommodation, please notify us and we will work with you to meet your needs."
Data Scientist,"Vancouver, BC",Neon,None,Organic,"We believe the world needs a redesign.

Our vision is to build a better world through purpose-driven products. This vision rallies us, guides us, and informs every part of the process – from an idea scribbled on a napkin to shipping a product.

Ultimately, we take pride in partnering with exceptional people to create products that matter. People, planet, and profits should thrive and grow together. This is how we do business.

Neon is growing and we’re always looking for amazing people to join our team. If you’re ready to do the best work of your career, we’d love to meet you.

Data Scientist
Vancouver, Canada | FT

As our Data Scientist, reporting to and working closely with the Director of Growth & Insights, you will play a pivotal role in championing our data science practices. Your endless curiosity will help to provide insight into how data science fits into the big picture at Neon. You’ll not only review and analyze large data sets but also come up with creative, out of the box solutions that solve real-world problems for Neon and its Partners. You’ll be working within the main foundations of data science, like tracking and measurement, data visualization, testing and evaluation, data integration, and statistical modelling.

This role gives you the opportunity to work with multiple products and companies, including industries like Interactive Voice Response (IVR), retail cannabis, and digital products in the education, retail, health & wellness and supply chain space. You’ll have a variety of problems to solve. Your work will have a direct and felt impact at Neon, as you will be key in helping us make decisions that are best for our Partners and the products that we are building.

What you’ll be doing:
Solving business problems by applying analytical thinking, problem-solving and a technical toolkit that includes data querying, extraction, analysis, and visualization
Identify and own challenging problems and create testable hypotheses that drive significant business impact
Use data to identify and create actionable insights that provide help to internal teams build strategy
Apply statistics, data modelling and machine learning to improve the efficiency of our processes
Present data that can immediately answer questions to help improve our forecasting systems
Collaborate with strategists, software developers, designers, and business leaders to define product requirements, provide analytical support, and communicate feedback
Understand and use research from analytics tools to inform digital, social, and content strategies

Our non-negotiables:
You leave your ego at the door and judge ideas based on their merit
You have a deep sense of curiosity; eager to learn about our partners and their businesses
You care deeply about building products that matter

We’d love to hear from you if:
You have 2+ years of experience as a data scientist with a proven ability to apply scientific methods to solve real-world problems
You have a degree in a quantitative discipline such as Computer Science, Statistics, Econometrics, or Applied Math, etc.
You are highly skilled in SQL and Python and business intelligence and data visualization tools like Tableau, or similar
You have experience with predictive modelling/machine learning or forecasting
You thrive in an environment with multiple projects on the go and know how to prioritize them
You are amazing with research and have the curiosity to find solutions to new problems
You are collaborative in nature and can translate data into a relevant story, including technical and non-technical people

We’re big believers in empowering our team to do their best work by offering:
Competitive salary and benefits plan
Health Care Spending Account
Wellness program
RRSP matching
Beautiful offices in downtown Vancouver, featuring bright, open-plan workspaces
Partnerships with interesting and engaging partners who align with our values
Fun and collaborative work environment with a focus on growth"
Data Scientist,"Ottawa, ON",Mastech InfoTrellis,"$60,457 - $142,326 a year",Organic,"- Review security, infrastructure and operational objectives for the target platform on Azure;
- Define core Machine Learning functionality;
- Create initial mock up solution against sample data feed and produce mock output;
- Review processes and results with client’s team;
- Build an AI trust framework to create sentiment analysis and detect/mitigate bias;
- Apply ML/CV tools for image processing, object/text processing/detection using data science tools;
- Review and incorporate any data quality, data transformation, data modeling requirements to support ontology training for missions;
Contract length: 3 months
Job Types: Full-time, Contract
Salary: $60,457.00-$142,326.00 per year
Schedule:
8 hour shift
Experience:
data science: 5 years (Required)
data analytics: 2 years (Required)
Licence:
Reliability Security (Required)
Work remotely:
Temporarily due to COVID-19"
Data Scientist,"Vancouver, BC",Arrow Designs,None,Organic,"Description
WE ARE A TRANSFORMATIONAL PARTNER
We marry design and engineering language in ways that produce impactful and memorable experience journeys. We partner all the way to continuously improve our clients’ digital maturity. Our Studio network brings the optimal combination of skill, scale, and cost for each stage of the product development lifecycle. And to do this we need great transformational people that want to impact the projects and organizations that they work with.
We are looking for an exceptional Data Scientist to work with our cross-functional team, and join our world-class community of talented experts in Vancouver, CAN. Core to this need are expertise in:
4-5 years experience and proven track record in solving business problems through fact-based and scientific analytics
Knowledge of statistical programming language Python.
Well versed with supervised and unsupervised machine learning algorithms.
Extensive experience developing Tableau reports.
Clear understanding of logical and physical database design and data.
Strong database skills (MySQL, SQL Server) and ability to write, optimize and tune complex SQL scripts.
Excellent interpersonal skills and ability to work in a team with diverse backgrounds and share knowledge.
Ideally you will also have:
Master’s, or PHD in Statistics, Mathematics, Computer Science or another quantitative field highly desired.
An Agile mindset with experience working in Agile environment
A spirit of collaboration and transparent communication
A natural curiosity for new scripting languages , frameworks and technologies
High personal code/development standards (peer testing, unit testing, documentation, etc)
We are a thriving Community of top technology talent that is globally connected. We Engage, Make, Run and Evolve the technology that makes many brands that you know and love. So let’s take this journey together. No matter where you are on your digital career roadmap, we can help you grow and have fun doing it.
Cognizant Softvision is an Equal Opportunity Employer. No 3rd Party Agency Candidates.

Benefits
Great globally diverse culture
Flexible work-life balance
Ongoing career development
Relocation opportunities
Competitive Salary"
Data Scientist,"Vancouver, BC",Softvision - North America,None,Organic,"WE ARE A TRANSFORMATIONAL PARTNER
We marry design and engineering language in ways that produce impactful and memorable experience journeys. We partner all the way to continuously improve our clients’ digital maturity. Our Studio network brings the optimal combination of skill, scale, and cost for each stage of the product development lifecycle. And to do this we need great transformational people that want to impact the projects and organizations that they work with.
We are looking for an exceptional Data Scientist to work with our cross-functional team, and join our world-class community of talented experts in Vancouver, CAN. Core to this need are expertise in:
4-5 years experience and proven track record in solving business problems through fact-based and scientific analytics
Knowledge of statistical programming language Python.
Well versed with supervised and unsupervised machine learning algorithms.
Extensive experience developing Tableau reports.
Clear understanding of logical and physical database design and data.
Strong database skills (MySQL, SQL Server) and ability to write, optimize and tune complex SQL scripts.
Excellent interpersonal skills and ability to work in a team with diverse backgrounds and share knowledge.
Ideally you will also have:
Master’s, or PHD in Statistics, Mathematics, Computer Science or another quantitative field highly desired.
An Agile mindset with experience working in Agile environment
A spirit of collaboration and transparent communication
A natural curiosity for new scripting languages , frameworks and technologies
High personal code/development standards (peer testing, unit testing, documentation, etc)
We are a thriving Community of top technology talent that is globally connected. We Engage, Make, Run and Evolve the technology that makes many brands that you know and love. So let’s take this journey together. No matter where you are on your digital career roadmap, we can help you grow and have fun doing it.
Cognizant Softvision is an Equal Opportunity Employer. No 3rd Party Agency Candidates."
Data Scientist,"Toronto, ON",Gannett,None,Organic,"Gannett Co., Inc. (NYSE: GCI) is an innovative, digitally focused media and marketing solutions company committed to strengthening communities across our network. With an unmatched reach at the national and local level, Gannett touches the lives of nearly 140 million people monthly with our Pulitzer-Prize winning content, consumer experiences and benefits, and advertiser products and services. Gannett brands include the USA TODAY and more than 260 daily local newspaper brands, digital marketing services companies ReachLocal, WordStream, and ThriveHive and U.K. media company Newsquest. There's never been a better time to join our talented team. Visit Gannett.com/Careers to learn more about our opportunities, and visit Gannett Privacy Policy to understand our privacy policy.

Gannett is seeking a Data Scientist with a strong blend of technical and consultative skills to drive its digital advertising business. You will be part of a team that develops data-driven insights and product features in collaboration with stakeholders across Product and Engineering. This role has the option to work 100% remote or to be based out of our McLean, VA office (upon return to the office).

Responsibilities:
Find creative uses for both structured and unstructured data ranging from ad logs to content.
Maintain and enhance current models, tools and data sources.
Consult with stakeholders to assess needs, scope projects and develop data solutions to address business pain points.
Develop and deploy models to deliver increasingly valuable, repeatable and scalable analytic solutions.
The ideal candidate:
Has a passion for helping stakeholders find data solutions to business problems
Has an inquisitive mind and sound judgement when it comes to distinguishing signal from noise
Is solution oriented and can communicate with stakeholders in non-technical terms using effective data visualization, making end products engaging and user-friendly
Has demonstrated experience working autonomously to deliver timely results
Is a team player and able to build collaborative, cross-functional relationships
Has BA/BS in a quantitative field (computer science, economics, math, statistics, engineering), advanced degrees or BA/BS plus 1-2 years of relevant experience preferred
Technical skills:
Proficient in Python or R and associated machine learning packages.
Project experience with one or more of the following: regression, classification, NLP, time series, deep learning, experiment design.
Solid knowledge of SQL.
Familiarity with Git and experience in deploying projects to AWS or Google Cloud a plus.
Experience or interest in digital advertising a plus.
Gannett Co., Inc. is a proud equal opportunity employer. We are a drug free, EEO employer committed to a diverse workforce. We will consider all qualified candidates regardless of race, color, national origin, sex, age, marital status, personal appearance, sexual orientation, gender identity, family responsibilities, disability, education, political affiliation, or veteran status."
"Data Scientist, Advanced Analytics","Toronto, ON",QUESTRADE INC,None,Organic,"We’re looking for our next Data Scientist, Advanced Analytics Could It Be You?
The Data Scientist leverages data and analytics to discover management insights to assist Questrade to grow and deliver customer-centric solutions in a multi-product / multi-channel financial services environment.

The Data Scientist utilizes well-developed Data Science skills to solve meaningful business problems for Questrade. Working across Marketing, Product and other related functional areas, the incumbent will tackle a wide variety of business issues such as customer acquisition, customer life-cycle development and customer experience to make positive contributions. The incumbent is well-versed in all aspects of Data Science including problem formulation, data engineering, in-depth analysis, machine learning, communication, story-telling and process change monitoring; he/she will contribute to the formation of Centre of Excellence in Analytics.

Need more details? Keep reading...
As a Data Scientist, you will analyze acquisition performance across channels to identify improvement opportunities. You will analyze customer development life-cycle to grow and retain customers. You will develop customer segmentation and profitability. You will identify revenue opportunities and process gaps. You will develop appropriate customer-centric measures and build production capability. You will build analytics processes, infrastructure and production capability as necessary. You will make improvement recommendations to analytics data infrastructure.

So are YOU our next Data Scientist, Advanced Analytics? You are if you…
✔ Have a Bachelors level education in STEM studies
✔ Have 3+ years’ work experience in analytics
✔ Are able to assess business situation and translate into credible analytics framework
✔ Have a well-developed ability to manipulate a wide variety of data using SQL and/or appropriate tools
✔ Have expertise in Reporting, Visualization, Predictive Modelling, Machine Learning using analytical tools such as SAS, Julia, R, Python
✔ Have excellent verbal and written communication skills in business discussions and story-telling
✔ Are able to multitask with minimum supervision, and uphold commitments made
✔ Are a self-learner capable of independent study of new concepts and tools

Brownie points if…
✔ You have Masters level education

Sounds like you? Click below to apply!
Questrade is committed to providing reasonable accommodation for people with disabilities. If you require an accommodation, we will work with you to meet your needs in all stages of the hiring process."
Senior Data Scientist,"Venice, AB",Qool Media Holdings,None,Organic,"System1 is hiring a Senior Data Scientist! This is an impactful role with high visibility. We are looking for experienced candidates that will bring analytical skills and statistical methods to model the behavior of end-users, advertisers, and publishers. You will also be instrumental in guiding and building our data science platform, and developing our next generation of recommendation systems. You will build optimizations that operate in real-time on a significant amount of daily revenue. You should be comfortable working in a highly cross-coordinated team environment where you will collaborate daily with engineering, account management and product teams.

System1 is an organization centered around data and data products. We firmly believe data should inform and guide every quantitative decision process. We hire people who can utilize their broad set of technical skills to address technical challenges, as well as mentor junior team members on industry specific challenges and best practices. At System1, our Data Science team is responsible for work across the following: engineering, business, product, serving, analytics, and operations.
The Role You Will Have
Impactful contributor to core optimization systems and architecture design
Build models for key revenue-generating projects
Quickly iterate and release new models to production systems
Proactively seek out optimization opportunities with business stakeholders
Provide leadership in statistical best practices as applied to data science
What You Will Bring
5+ years of experience as a data scientist in the ad tech industry
A degree in a quantitative discipline (mathematics, engineering, computer science) preferred
Experience with time series models and regression based models
Deep experience with production data science solutions using Python and R
Proven track record with analyzing very large data sets
Work experience with various database technologies such as Snowflake, AWS, and Spark
Preferably experience with search engine marketing and keyword research
What We Have to Offer
Competitive PTO + 10 Company Holidays
Untracked sick time
Health, Dental, Vision and 401k w/match
Professional Development Reimbursement
Commuter Benefits
Virtual Social Events"
