Title,Location,Company,Salary,Sponsored,Description
"Functional Analyst, Business Intelligence","Montréal, QC",Desjardins,None,Organic,"Desjardins Group is the largest cooperative financial group in Canada, and one of the largest employers in the country. It offers a full range of financial products and services and is home to a wealth of expertise in property and casualty insurance, life and health insurance, wealth management, services for businesses of all sizes, securities brokerage, asset management, venture capital, and secure, leading-edge virtual access methods.
Job Level
NV-10
The person in this position will analyze the needs of product owners, identify the information systems required and develop highly complex computer applications. They will act as an integrator through each step of the development process and will coordinate project resources when needed.
We are currently looking for a functional analyst in business intelligence. The person in this position will analyze the needs of product owners, identify the information systems required and develop highly complex computer applications. They will act as an integrator through each step of the development process and will coordinate project resources when needed.

The person will act as a functional analyst in data integration, in connection with business intelligence and the company’s data transactions. They will work in complex, multi-platform environments while using a variety of tools. They will be working with multiple teams and be responsible for handling several files at the same time, for our unit, from end to end.
Other working conditions
Number of jobs available: 1
Qualifications
Bachelor’s degree in a related field
A minimum of six years of relevant experience
Please note that other combinations of qualifications and relevant experience may be considered.
For vacant positions available in Quebec, please note that knowledge of French is required.
Specific knowledge
Familiarity with business intelligence
Knowledge of data warehouses and data integration systems
Experience in data exploitation: marts, cubes, tools for virtualization (Denodo) and visualization (Power BI)
Experience in SQL, SSIS, SSAS technologies (an asset)
Desjardins Cross-sector skills
Action oriented, Collaborates, Customer Focus, Innovation
Key competencies for the job
Drive results, Interpersonal Savvy, Plans and aligns, Strategic mindset
Work Location
Complexe Desjardins Montréal
Trade Union
Non Syndiqué
Unposting Date
2020-11-14
Job Family
Information technology (FG)"
"Senior Manager, Business Intelligence & Insights","Mississauga, ON",Shoppers Drug Mart,None,Organic,"Location:
1685 Tech Ave, Mississauga, Ontario, L4W 0A7
Take ownership and find more ways to care about our local store owners in a career at Shoppers Drug Mart Central Office / Store Support. Provide great service, specific expertise and actionable advice to support Associate-Owners and their staff in delivering the best health, beauty and convenience services to Canadians.


Why this role is important?
Manager, Business Intelligence & Insights
Location: Mississauga, ON
Specialty Health Network (or SHN, as we call ourselves) is a growing division of Shoppers Drug Mart, with a strong entrepreneurial spirit. We pride ourselves in having an awesome work culture and fun environment! We offer competitive salaries, a great benefit package, Shoppers Drug Mart discount, Goodlife gym discount, RRSP/Pension plans, Employee share ownership plan, professional training and development and many more perks!
Shoppers Drug Mart was acquired by Loblaw in 2014, the largest employer in Canada – making your career opportunities within our larger organization - endless!
Why this role is important?
Our Business Intelligence and Transformation team is seeking an experienced leader in Analytics with superior leadership traits, technical skills and business acumen to join the Specialty Health Network division of Shoppers Drug Mart. The successful individual would be a subject matter expert as it pertains to advanced analytics and play a key role in understanding the needs of our patients and partners to transform our patient support programs. This is an opportunity to be responsible for leading the development and maintenance of large scale data mining models in support of all program and real-world evidence intelligence initiatives.
Our business is growing, we're taking big risks and we're looking for a leader who is up for the challenge. If this sounds like you, then keep reading!
What you will do:
Directly manage all advanced analytical activities and lead analysis driven insights with recommendations to improve patient access, outcomes and transformative program design.
Provide thought leadership into the Data and Predictive Analytics Strategy throughout the design, development and deployment stages of CRMs and other data applications.
Guide the development of the CRM / data repositories and Data Mining solutions using the best practices and the latest developments in the industry.
Help maintain the Data Mining tools and frameworks, including all prerequisite components and the add-ons. Help to apply upgrades and patch releases as required.
Collaborate with other teams within Analytics, Operations, Marketing, IT, Sales and Customer Service in the development and deployment of the predictive models. Subsequently, conduct strategic reviews of performance using data driven insights to explain trends and identify key learnings.
Monitor reporting performance and make ongoing corrections by executing extensive report testing strategies.
Based on understanding trends in our customer behavior, proactively prepare presentations for senior management as to opportunities and challenges within our customer base.
Report all Adverse Events (AE) and Product Technical Complaints (PTC) immediately or as soon as possible upon becoming aware of the event as per current policies and procedures.
What you will need:
5+ years in healthcare analytics, CRM, or a related analytical field with a strong preference for experience in patient support programs.
5+ years of Applied Statistics, Data Mining, Database Marketing or Machine Learning.
Proven leadership experience.
Post-Secondary education equivalent to a university degree in numerate or analytical discipline such as Mathematics, Computer Science, or Engineering. (Candidates with the equivalent of a Master’s degree in a relevant subject including, but not limited to Mathematics, Engineering, Business Administration, Marketing, Operational Research, Economics, Statistics, Computer Science or a related field will be preferred).
5+ years of experience in leveraging RDMBS systems (e.g. SQL Servers) and able to query relational databases using BI software.
Able to design models, reports and dashboards and oversee their development into production.
Business acumen - clear and concise communication and presentation skills with demonstrated ability of providing recommendations and highlighting financial implications for the purposes of achieving buy-in.
High level of initiative to prioritize work amid competing demands and take projects from the briefing phase to the delivery of final reports/presentations with minimal supervision.
Demonstrated ability to unite disparate, often complex sources of customer information such as market research data with internally generated transactional data and transform into actionable insights, tactics and strategies.
Why work at Shoppers Drug Mart?
Acting as consultants, supporting internal customers and the Associate-Owners, you will get experience unique to the retail industry while working for an award-winning national brand. Benefit from a purchase discount program, competitive pay and online learning through SDMU.
Take ownership of your work and find more ways to care about your work, co-workers, customers and community.
How You’ll Succeed:
At Shoppers Drug Mart Inc. , we seek great people to continually strengthen our culture. We believe great people model our values, are authentic, build trust and make connections.
If that sounds like you, and you are open-minded, responsive to change and up to the challenges provided in a fast-paced retail environment, apply today.
Employment Type:
Full time
Type of Role:
Regular
Shoppers Drug Mart Inc. recognizes Canada's diversity as a source of national pride and strength. We have made it a priority to reflect our nation’s evolving diversity in the products we sell, the people we hire, and the culture we create in our organization. Accommodation is available upon request for applicants with disabilities in the recruitment and assessment process and when hired.
In addition, we believe that compliance with laws is about doing the right thing. Upholding the law is part of our Code of Conduct – it reinforces what our customers and stakeholders expect of us.
Please Note: If you have Employee Self Service (ESS) on Workday, apply to this job via the Workday application."
Business Intelligence (BI) Developer-Analyst,"Vancouver, BC",Providence Health Care,None,Organic,"Reporting to the Manager, Data Analytics and Reporting, the BI Developer-Analyst is responsible for developing and maintaining BI solutions, including Extract, Transform, Load (ETL), reports, dashboards, and analytical solutions to support effective use of data by PHC clinical and non-clinical programs, Senior Leadership Team (SLT) and other key stakeholders. Responsibilities include dashboard development, database development and monitoring, data modeling, data dictionary development and maintenance, application development, documentation, maintenance of users and user permission, performing routine periodic processing activities related to key decision support applications, participating in the design, writing, production, and documentation of standard and ad hoc queries and reports, problem identification, analyzing healthcare data and communicating the findings through the use of data visualization and storytelling. The BI Developer-Analyst works closely with colleagues to audit, identify and follow-up on issues related to data quality, metric definitions or process deficiencies. The BI Developer-Analyst acts as a key interface between Data Analytics Leads, Solutions Architect and the Data Analytics (Decision Support) teams at our partner organizations, as well as the Information Management, Information Technology (IM/IT) departments to ensure the solutions meet the business requirements and the technical specifications and adhere to team standards. This role requires a strong foundation in analytical methods, data warehousing, data visualization and statistics. The position requires access to detailed and confidential information of all types (clinical, financial, payroll, etc.).
Skills
Advanced knowledge of Microsoft Business Intelligence Stack, SSIS, SSAS, SSRS.
Expert proficiency in Tableau and other Analytical and Reporting tools. Strong analytical/modeling skills with the ability to convert raw data into actionable business insights.
Demonstrated knowledge of OLAP technologies and dimensional modeling.
Strong background in data architecture, data quality, data mapping, and data structures.
Strong understanding of database and business intelligence concepts.
Proven ability to interpret data files and record layouts to map fields between multiple systems and database tables.
Work effectively in an ETL framework driven environment with proven ability to prepare, maintain and publish ETL documentation, including source-to-target mappings and business-driven transformation rules.
Strong understanding of business processes and transactional systems within the business domain.
Demonstrated ability to understand and prioritize user and business requirements, and to conceptualize information processing solutions in response to them, including analyze, scope and define work effort required to correct program deficiencies and problems.
Strong interpersonal relationship management skills, a team player with a client/user orientation.
Excellent oral and written communication skills with demonstrated ability to effectively communicate complex ideas/processes in simple terminology to internal and external stakeholders, including all levels of management.
Strong quantitative, analytical, and problem solving skills.
Demonstrated attention to detail and maintaining high quality standards.
Excellent organizational skills with proven ability to plan and execute complex projects.
Ability to work to independently, meeting deadlines under pressure, with minimal supervision and frequent interruptions.
Ability to teach, coach and mentor others.
Physical ability to perform the duties of the position.
Education
Bachelor’s Degree in Computer Science, Business Analytics, Statistics, Mathematics, Engineering or related field plus a minimum of five (5) years’ recent, related experience with data modeling, data visualization and reporting tools (specifically, Tableau, SAP Crystal Reports, SSRS and Power BI), ETL, Microsoft BI tools (SSAS, SSRS, and SSIS), advanced T-SQL (Microsoft Transact SQL) and analyzing business requirements or an equivalent combination of education, training and experience.

Significant recent experience is also required in the following:
business analysis and project management;
coordinating and documenting the change management process for complex information systems;
upgrading/migrating to SQL Server Platforms - SQL Server 2019;
writing T-SQL;
programming experience in C#, VB.net, Java, etc.
Duties
1. Designs, develops and maintains dashboards, databases, ETL, reports and other BI content and analytical solutions as required. Works collaboratively with clients and business analysts to gather requirements, create definitions and specifications and translate into data models, ETL packages and reports as appropriate. Writes ad-hoc queries and reports to support analysts and leaders in data analysis.
2. Participates in the VCH/PHC regional and PHC local Data Warehouse development lifecycle including: planning, development, testing, migration and production support development activities.
3. Design, develop and support all extraction and integration processes (ETL).
4. Design and build interactive and static data visualizations to provide insights
5. Liaise with team members and/or other stakeholders to determine analytical solutions requirements including understanding inefficiencies in existing business applications and future business needs.
6. Extract, manipulate and analyze complex information from multiple data sources / systems using a variety of software (e.g., R, SQL, Python)
7. Conduct statistical analysis and hypothesis testing to improve forecasting, targeting and performance measurement
8. Assist with data-related technical challenges and perform root-cause analysis to answer specific business questions and recommend and implementing ways to improve data reliability, efficiency and quality.
9. Maintain a repository of metadata and lineage information about how data flows through its lifecycle.
10. Contribute to the development and documentation of data management standards framework.
11. In consultation with the Solutions Architect, provides input into the logical design and development of PHC Local Data Warehouse data models to be used for reporting and information delivery.
12. Collaborates with Database Administrators, Systems Analysts, and Solutions Architect to identify, analyze and rationalize internal and external data sources and ETL strategies.
13. Performs technical analysis and prepares and implements recommended ETL design approach.
14. Prepares and validates end-to-end business logic and mappings.
15. Develops, tests, documents and implements proposed analytical solutions (e.g., reports and dashboards).
16. Responds to ad-hoc, on-demand and scheduled business user information requests as they relate to services and support provided by the business groups.
17. Produces and maintains core PHC management reports, departmental dashboards and related management tools.
18. Adapts ETL processes as necessary to accommodate changes in source systems and target business user requirements.
19. Maintains and administers PHC organizational development key performance indicators data and reports.
20. Supports and maintains migration of data to data mart from source systems.
21. Develops, maintains and schedules ETL data flows/workflows/jobs, and provides daily support of these processes once implemented.
22. Works with business users to validate rules regarding data integrity and data quality as it relates to the impact on business needs.
23. Debugs, monitors and troubleshoots business solutions to resolve production issues.
24. Liaises with other IT Development and Operations departments to clarify and build applications that meet business unit objectives.
25. Administers security settings and access to the data mart and related systems.
26. Supports all business users with the use of data mart tools and in deployment activities such as user acceptance testing, user training, product demos and product evaluation.
27. Performs other duties as assigned."
Analyst/Developer in Information Technology (IT) business in...,"Sherbrooke, QC",Motrec International,None,Organic,"As Analyst/Developer, your main mandate will be to obtain the secure information management systems necessary to obtain operational efficiency gains. You will support and develop computing solutions and infrastructure, such as ERP (Genius) management as well as user assistance to support their processes and implement business intelligence (BI) tools.
You commit to promoting the company’s values and maintaining a secure working environment.
Roles and responsibilities:
Convert functional requirements into technical requirements, including the documentation of current and future reporting processes;
Design proofs of concept (POC), test and share ideas with other stakeholders in the company to optimize and improve processes;
Stay abreast of the latest trends and technological threats to make improvements and recommendations to the company;
Recommend and participate in implementing innovative solutions likely to improve the reliability, security, productivity and effectiveness of the computing infrastructure;
Ensure technology surveillance;
Define the architecture of the target system, while taking into account the company’s business needs and strategic goals;
Identify the impacts and players affected by the changes, contribute to designing the change management strategy and participate in their implementation;
Develop and maintain a robust, evolving software architecture for both servers and clients and support stakeholders during the implementation steps;
Analyze the various sources of ERP data used to proactively supply defined performance measures;
Coordinate or perform, depending on the nature of the problem, technical support to users of BI and ERP applications;
Coordinate, supervise, test and communicate changes in the company’s ERP;
Exercise data governance and management (MDM);
Work closely with business partners to identify needs in terms of performance measurement (KPIs);
Plan, organize, direct, track and assess electronic information processing activities for the whole Group as well as computer system operating and development methods related to the company’s business vision.
Required skills and abilities:
Good technical knowledge;
Excellent analysis and problem-solving skills (data exploration, trend analysis);
Ability to multitask and prioritize while maintaining a high level of efficiency;
Be able to manage several projects in a structured manner and ensure their governance;
Ability to work on a multidisciplinary team;
Ability to collaborate with business partners from various areas of activity and hierarchical levels in the company;
Be independent, innovative and disciplined;
Detail oriented, disciplined and adhere to the rules;
Strong ability to effectively communicate ideas.
Job requirements:
Bachelor’s degree or DEC in computer science with equivalent experience;
At least 3-5 years’ experience in process and business intelligence analysis;
Project management experience;
Development and implementation (SSRS/report builder) and Power BI;
Strong knowledge of Excel and other Office 365 products;
Very good knowledge of dashboard development;
Development and implementation of data transformation (ETL) scripts;
Implementation and development of data warehouses;
Strong knowledge of relational databases, especially MSSQL (able to read stored procedures, build queries);
ERP (Genius) knowledge, particularly in manufacturing management, is an asset;
Bilingualism French/English (written and spoken);
Infrastructure and programming knowledge;
Knowledge of digital solutions management in manufacturing companies.
Job Types: Full-time, Permanent
Schedule:
8 hour shift"
Business Intelligence Analyst (French Services),"Montréal, QC",CBC/Radio-Canada,None,Organic,"Job Family Media Production
Primary Location Montreal
Position Language Requirement French Only
Language Skill Level (Reading) -
Language Skill Level (Writing) -
Language Skill Level (Speaking) -
Status of Employment Contract
Work schedule(s) Full-time

Why Join CBC/Radio-Canada
Digital is a key part of our present and our future. CBC/Radio-Canada’s strategy is focused on becoming the first organization to provide a digital platform that delivers unique content and experiences for our audiences, by telling stories that reflect who they are.
Your role

As Business Intelligence Analyst, you report to the Supervisor, Metrics and Business Intelligence, and work with the Lead Analyst in charge of digital data practices to ensure compliance with standards established by the Business Intelligence team.
In this role, you are responsible for managing and analyzing user data, audience segmentation and the performance of our content. You work closely with the business lines to identify their needs, proactively propose solutions, and provide access to data needed to meet their expectations. You constantly monitor the properties under your responsibility and highlight recommendations generated automatically or upon request, with a view to optimizing our platforms and strategies.

Your main responsibilities :

Identify our audience’s habits and needs, and optimize their experience by:
Maintaining good relationships with your internal clients by adopting an advisory stance.
Presenting your analyses and findings to a varied audience that may include product managers, strategists, media line directors and marketing/communications managers.
Identifying, cleaning up, transforming and synthesizing large volumes of data through operations performed in our Big Data environment or analytical tools.
Using industry-proven machine learning models on massive data sets (e.g., regression, time series, clustering, decision trees).
Producing and maintaining reports and dashboards in Power BI with high-impact visualizations, a relevant data model and robust automation.
Monitoring changes in the data source structure and conducting impact analyses for your area and reports/dashboards.
Working closely with the Metrics team and Big Data developers to determine the strategy for tagging and regularly processing data.
Paying special attention to privacy laws and policies.

We are looking for a candidate with the following:
Five or more years’ experience in a similar position
Graduate degree in a relevant field (business intelligence, e-commerce, marketing, etc.)
Proficiency in at least one programming language associated with data analysis (R [Tidyverse, data.table] or Python [pandas]) as well as SQL; Spark experience an asset
Proficiency with web analytics measurement tools (Adobe Analytics, Amplitude, A/B test platforms); certification an asset
Recent experience using a variety of machine learning analysis approaches (inference, supervised, unsupervised)
Proficiency with Power BI (visual design, DAX and PowerQuery/M); proficiency with an equivalent tool (Tableau, Qlik) or libraries (ggplot2/matplotlib) an asset
Familiarity with analytics for various media platforms (Facebook, Twitter, DFP, AdWords) and the DMP platform (Lotame) an asset
Keen interest in digital and emerging technologies
Ability to act in an advisory and recommendatory role with internal clients
Ability to make statistical concepts understandable to non-experts
Teamwork skills
Familiarity with Office Suite (especially Excel and PowerPoint)
Superior spoken and written French; practical knowledge of English is an asset
Candidates may be subject to skills and knowledge testing.
Candidates may be subject to skills and knowledge testing.
Please note that this is a 12-month contract position, renewable annually.
As well, it is important to distinguish that this is not a consulting mandate, but rather a regular, long-term opportunity as an employee with Radio-Canada, complete with competitive benefits.
If this sounds interesting, please click on ''Apply online''. We thank all applicants for their interest, but only candidates selected will be contacted.
CBC/Radio-Canada is committed to being a leader in reflecting our country’s diversity. That’s because we can only create and tell the stories that connect Canadians, by having a workforce that mirrors the ever-changing makeup of our country. That’s why we, as an employer, value equal opportunity and nurture an inclusive workplace where our individual differences are not only recognized and valued, but also extend to and pervade all the services we provide as Canada’s public broadcaster. For more information, visit the Diversity and Inclusion section of our website. If you have accommodation needs at this stage of the recruitment process, please inform us as soon as possible by sending an e-mail to recruitment@cbc.ca.
You are invited to consult and familiarize yourself with our Code of Conduct, which can be found on our corporate website. All employees must adhere to the Code as a condition of employment. We also invite you to take a look at our policy on conflicts of interest. In the event that you become an employee, it will be important to inform us, as quickly as possible, of any situation that, because of your hiring, constitutes or could appear to constitute a conflict of interest.
Wherever in the wording of the job description either gender is used, it shall be understood to include all genders.

Job Posting Date Oct 28, 2020, 3:58:37 PM
Unposting Date Nov 27, 2020, 10:59:00 PM"
"Business intelligence specialist - developer, Dartmouth","Dartmouth, NS",Medavie blue Cross,None,Organic,"Please apply on Isarta

COMPANY :
Medavie blue Cross

POSITION :
Business intelligence specialist - developer

LOCATION:
Dartmouth
For over 75 years, Medavie Blue Cross has been a leading health and wellness partner for individuals, employers and governments across Canada. We are proud to be a not-for-profit organization dedicated to giving back to the communities where we live and work, and to ensuring our employees thrive in our award-winning, collaborative culture. We are one of Canada's Most Admired Corporate Cultures and are recognized as a Caring Company, a designation for national leaders in community investment and social responsibility.
Our team of 2,100 professionals work across six provinces. We excel by living our shared values of being caring, accountable, responsible, innovative and community-minded. We're committed to ensuring the health and wellness of our employees and their families, along with personal and professional growth, through a variety of programs and support at all levels of our organization.
Along with Medavie Health Services, we are part of Medavie
a national health organization with over 6,400 employees. Together, our mission is to improve the wellbeing of Canadians.
JOB TITLE:
Business Intelligence Specialist
Developer
Department:
Business Intelligence Services
Competition:
10980
Internal/External:
Internal/ External
Employment Type:
Full time, permanent
Location:
Dartmouth or Moncton
Salary:
Competitive Compensation
Reports To:
Team Leader
WHAT'S IN IT FOR YOU?
A fast track to understanding how Business and customer needs can be satisfied through data product delivery solutions. A Business Intelligence (BI) Specialist is a BI solution expert who has vast knowledge of BI Industry best practices in a Data Warehouse environment with business acumen. A BI Specialist is responsible for the design, development, implementation, management and support of mission-critical enterprise BI reporting, ETL, Data Modelling and Analytical solutions.
Working with cross-functional teams, you will be required to gather, document, and approve business requirements for data analysis, data integration and reporting projects for business ready solutions.
What makes us a different kind of employer? In this role, it's the opportunity to have exposure to every signal facet in our organization. Common goals and collaboration to deliver outstanding service is what our team is all about, we offer:
A diverse team of colleagues with multiple fields of expertise
A stimulating and flexible working environment
Comprehensive health and dental plan that is 100% employer paid effective on your first day
Emphasis on work life balance, providing wellness benefits, health resources and fitness center discounts
An organization where we encourage personal learning and growth
If getting involved in charitable causes is something you're passionate about, we support and offer plenty of opportunities to give back
YOUR EVERY DAY WITH US:
As a Business Intelligence Specialist, you will gain an understanding of our Group, Individual and Government client benefit business, including how they are structured and managed from a technical perspective. You will interact with other key business areas such as Sales and IT and be responsible to install and manage client benefit plans effectively using our technology and your keen ability to see how elements of the plan design will interact in our information management systems.
Provide analysis to gather business and system requirements.
Translate business requirements into specifications that will be used to drive data store/data warehouse/ data mart design and configurations.
Use Extract/Transfer/Load
OLTP & OLAP processes to load data store(s)/ data warehouse(s)/ data mart(s).
Provide support as required to ensure the availability and performance of enterprise data and BI environments for our customers.
Ensure proper configuration management and change controls are implemented for your sphere of influence
Provide technical assistance and cross training to other team members
Design and implement technology best practices, guidelines and repeatable processes
SKILL AND EXPERIENCE:
Experience with Oracle and or Microsoft Database development.
Knowledge and experience in ETL Development/Data Integration with Microsoft SSIS
Knowledge and experience in Dimensional Modelling and Analytics with Microsoft SSAS
Knowledge or experience in developing and maintaining Portal Self Serve reporting in Microsoft Power BI/SSRS
Experience with Oracle PL/SQL
SQL programming, Data Mining and Analytical functions.
Technical background in the areas of Data Integration, Modelling, Security, and Enterprise Data Warehouse development.
Experience in DevOps and CICD
Support continuous improvement and adoption of best practices including Lean Agile, DevOps, Continuous Delivery Pipeline, and ITIL.
WHAT YOU NEED TO SUCCEED:
You are a good communicator
you are a clear, concise and friendly but know how to communicate to different audiences such as clients, members and internal stakeholders.
You have earned a post-secondary diploma or degree and/or relevant working experience in business, technology or engineering
You are a problem-solving master, you are able to understand client requirements and have the ability to transform this into IT solutions.
You are detailed oriented person, you like the little details with the big picture in mind.
You have been successful in roles that involve either detailed analysis, quality assurance or systems management
This role could be a good fit for someone in an HRIS, engineering/process management or IT analyst career path
We would like to thank all candidates for expressing interest. Please note only those selected for interviews will be contacted.
Medavie Blue Cross is an equal opportunity employer.
Job Segment: Business Intelligence, Database, Engineer, Oracle, Data Analyst, Technology, Engineering, Data"
Business Intelligence Developer,"Edmonton, AB",ASEBP,None,Organic,"BUSINESS INTELLIGENCE DEVELOPER, BUSINESS INTELLIGENCE SERVICES
Full-Time Permanent - Competition #20-55
Position Summary
We are seeking a Business Intelligence Developer to join our Business Intelligence Services team in Edmonton. The Business Intelligence Developer is responsible for the design, development, implementation and support of enhanced reporting and analytic visualizations and dashboards. The Business Intelligence Developer will also play a key role in developing, optimizing, and maintaining ASEBP's data warehouse solutions by supporting SSIS package deployment and SSAS tabular model development. The successful candidate will work closely with other members of the Business Intelligence team on various reporting projects and initiatives.
Your Key Responsibilities
Develop solutions to reporting and information requirements by analyzing information needs and developing reports, dashboards, and visualizations for ASEBP's internal and external clients
Participate in the design of the conceptual, logical, and physical models for the data warehouse
Troubleshoot, monitor, and conduct performance improvement of the ETL
Identify any data issues with the operational ETL and work with necessary stakeholders to resolve the issues
Support SSAS Tabular model development, optimization, and deployment
Your Education and Experience
A minimum of three to five years of related experience
Completion of a two- or three-year technical certificate or diploma in a related field
A combination of education and experience may be considered.
Your Abilities
Significant experience writing complex T-SQL queries
Advanced knowledge with data visualization tools
Strong knowledge of Power BI and the DAX language
An excellent understanding of the structure of relational databases, data warehouses and their implementation
Experience working with data warehouse facts and dimensions
Proven ability to work effectively with large volumes of data, business lines and plans.
Strong working knowledge of Microsoft SQL Server Integration Services (SSIS), Reporting Services (SSRS), data models, database design, SQL Server 2012 and up, SQL Server Analysis Services (SSAS), Visual Studio, Team Foundation Server (TFS).
Experience with ETL (Extract, Transform & Load) processes and procedures
Strong analytical and problem-solving skills, attention to detail, and the ability to work both in a team and independently
Flexibility, initiative, perseverance, and integrity
Effective time management skills with the ability to manage multiple projects over varying timelines
Strong communication, presentation, and interpersonal skills
If you have the required qualifications and would like to become a member of our team, please submit your resume by November 9, 2020.
No phone calls please. We thank all interested individuals, but only those candidates being considered for an interview will be contacted. ASEBP is an equal opportunity employer.

All offers of employment for this position are conditional upon satisfactory background and reference checks, which may include a criminal record check, and/or education and employment verification.
Please note that an account will automatically be created for you during the application process if you do not have an ApplicantPro account set up already."
Business Intelligence Analyst,"Vancouver, BC",Cymax Stores,None,Organic,"The Role
Do you want to work closely with the data and processes of a successful e-commerce business? We’re looking for a data-driven Business Intelligence Analyst to analyze and elevate the way we do things. Reporting directly to our Team Lead, Business Intelligence, in this role, you’ll gain profound insights into what makes us tick – and you’ll use your knowledge of current processes to help us improve.
The Team
Our Analytics team prides itself in providing everyone at Cymax with timely, accurate, and actionable information. Our hardworking team makes this possible by collecting, analyzing and reporting data to give insight into the big picture. Whether through Business Intelligence, Data Science or Operations Research, we use our expertise in big data to facilitate business decisions.
What you’ll do:
Work with internal stakeholders to determine business requirements, priorities, and to define key performance indicators. This includes working with business and development teams to design, and document dashboards, alerts, and reports.
Gain a deep understanding of the business by seeking information beyond the surface level. You’ll investigate the source, the definition, and foundational roots of a data element in order to synthesize valuable information for the business.
Ensure that data is available to decision makers through reports that you create, as well as self-service methods. Use data to determine market and business trends to support with increasing profits and efficiency.
Collect, clean, validate and analyze complex data from multiple sources. You will be responsible for detecting patterns and problems within data and suggesting improvements that will have an immediate impact.
Build data visualizations and reports from Data Warehouse using Power BI and SSRS.
Lead training sessions with internal stakeholders to champion the efficient use of data and to roll out initiatives and improvements
Who you are:
Advanced experience and knowledge in SQL programming
Experience with visualization tools like Microsoft Power BI or Tableau
Experience with data warehouse concepts and foundations
Experience with relational and non-relational data sources
Experience/Proficiency in Data Analysis Expressions (DAX) is preferred
Excellent written, oral, and interpersonal communication skills
Ability to communicate ideas in both technical and user-friendly language
Ability to balance multiple demands and work both independently and as part of a team
Creative problem solving skills with excessive attention to detail
Passion for data analysis and visualization
Experience working in a fast-paced environment with SCRUM/Agile methodologies
Prior experience working within an Ecommerce environment would be an asset
Why work here!
Based in Burnaby, BC, Cymax Group is one of North America’s largest e-commerce furniture retailers with over 230,000 furniture SKUs - making us a leader in online sales for all items home and office. We pride ourselves on our unique culture, consisting of impressive team members from all walks of life working together to contribute to the amazing growth we’ve seen. With regular company socials and tons of opportunities to learn, we strive to be the most engaging office in Canada.
We’re looking to hire talented people (like you!) to join our passionate team that will support you as you continue to advance your career."
"Analyst, Business intelligence","Lévis, QC",Desjardins,None,Organic,"Desjardins Group is the largest cooperative financial group in Canada, and one of the largest employers in the country. It offers a full range of financial products and services and is home to a wealth of expertise in property and casualty insurance, life and health insurance, wealth management, services for businesses of all sizes, securities brokerage, asset management, venture capital, and secure, leading-edge virtual access methods.
Job Level
NV-08
As a business intelligence analyst, you help develop and use tools and methods to collect, compile, model and restore the organization’s physical and non-physical data to establish governance, help decisionmakers understand the big picture and inform decisions.

You analyze and help diagnose issues, provide opinions in accordance with the rules for your discipline, and help develop recommendations and implementation plans. You develop tools, methods and processes. Your projects and initiatives require extensive knowledge of your line of work.

You share ideas and help solve problems using your analytical skills, extensive knowledge of your line of business and ability to manage complexity. You interact with stakeholders working in other fields.

You provide discipline-specific support to your unit, clients and partners.
Other working conditions
Number of job available : 1
Qualifications
Bachelor's degree
A minimum of two year of relevant experience
Please note that other combinaisons of qualifications and relevant experience may be considered
For vacant positions available in Quebec, please note that knowledge of French is required
Desjardins Cross-sector skills
Action oriented, Collaborates, Customer Focus, Innovation
Key competencies for the job
Decision quality, Drive results, Problem solving (Inactive), Written communications (Inactive)
Work Location
150, rue des Commandeurs Lévis
Trade Union
Non Syndiqué
Unposting Date
2020-11-9
Job Family
Administration (FG)"
"Business Intelligence Engineer, Amazon Payment Experience","Vancouver, BC","AMZN CAN Fulfillment Svcs, ULC",None,Organic,"Bachelor's degree in Business, Engineering or a related field
6+ years of professional experience in analytics, business analysis or comparable consumer analytics position
Advanced working knowledge of data mining using SQL, ETL, data warehouse as well as Excel
Experience using Tableau or similar reporting tools to create weekly, monthly, quarterly reports and forecasts
Excellent communication (verbal and written) and interpersonal skills, and an ability to effectively communicate with both business and technical teams
Proven problem solving skills, project management skills, attention to detail, and exceptional organizational skills
Ability to deal with ambiguity and competing objectives in a fast paced environment
Understanding of data modeling

Amazon’s Payment Acceptance & Experience team develops global services to create and improve the customer paying experience. Measuring customer behavior, developing insights and monitoring our success requires large amounts of data.
We’re currently looking for a smart, motivated, and driven Business Intelligence Engineer to focus on improving the success of our product. This is an opportunity to join a group with a broad charter and stakeholders across Amazon to directly influence the customer experience for Amazon products worldwide. This role offers exciting challenges and the opportunity to influence and drive a growing business area. A successful candidate loves problem solving, obsesses over data, and has a track record of using data to influence successful business decisions.

Responsibilities include:
Developing intelligent, insightful reporting on the key drivers of our business
Interacting with internal stakeholders to lead weekly business reviews and deep dive analyses
Ad-hoc project work supporting the re-invention of how we manage our business
Enabling effective decision making by retrieving and aggregating data from multiple sources and compiling it into a digestible and actionable format
Identifying process and system improvement opportunities by monitoring existing metrics, analyzing data, and partnering with internal teams
Driving instrumentation as part of organization wide programs and enhancements
The expertise you’ll develop in the role:
Ability to break down and solve complex problems
Develop high impact solutions working with Data Scientists and Data Engineers focused on business intelligence
Translate massive data sets into actionable business results
Explain analysis results to senior stakeholders through verbal and written communications
Drive scalable solutions
Support new businesses strategy and growth

Masters degree is preferred (Business, Engineering, Statistics, Computer Science, Mathematics or related field)
4+ years of relevant experience in a business analyst/data analyst/statistical analysis role
Experience working directly with Sr Data Scientists and Data Warehouse architects
Understanding of data warehousing and big data transformation
Experience using test / control methodology, and using machine learning techniques"
